"Grupao","Grupo","Familia","Especie","NomeComum","PrincipaisAmeacas"
"Flora","Angiospermas","Sapindaceae","Serjania hatschbachii","-","agropecuaria"
"Fauna","Aves","Tyrannidae","Serpophaga hypoleuca pallida","Alegrinho-do-rio","Produção de energia"
"Flora","Angiospermas","Poaceae","Setaria parviflora var. pilosissima","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Poaceae","Setaria stolonifera","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Commelinaceae","Siderasis fuscata","-","agropecuaria"
"Flora","Angiospermas","Commelinaceae","Siderasis fuscata","-","plantaçao de madereiras"
"Flora","Angiospermas","Commelinaceae","Siderasis fuscata","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Simaroubaceae","Simaba glabra","marupá do cerrado; mata-barata branco","vazio"
"Flora","Angiospermas","Simaroubaceae","Simaba insignis","calunga; paraíba-mirim","vazio"
"Flora","Angiospermas","Simaroubaceae","Simaba salubris","-","agropecuaria"
"Flora","Angiospermas","Simaroubaceae","Simaba salubris","-","especies invasoras"
"Flora","Angiospermas","Simaroubaceae","Simaba suaveolens","-","vazio"
"Flora","Angiospermas","Simaroubaceae","Simaba warmingiana","mata-barata","agropecuaria"
"Flora","Angiospermas","Simaroubaceae","Simaba warmingiana","mata-barata","especies invasoras"
"Flora","Angiospermas","Rubiaceae","Simira grazielae","Arariba","agropecuaria"
"Flora","Angiospermas","Rubiaceae","Simira hatschbachiorum","-","perda de habitat/degradaçao (induzida por humanos)"
"Fauna","Peixes Continentais","Rivulidae","Simpsonichthys boitonei","Peixe-anual","expansão urbana"
"Fauna","Peixes Continentais","Rivulidae","Simpsonichthys boitonei","Peixe-anual","queimadas"
"Fauna","Peixes Continentais","Rivulidae","Simpsonichthys cholopteryx","Desconhecido","agropecuaria"
"Fauna","Peixes Continentais","Rivulidae","Simpsonichthys nigromaculatus","Peixe-da-chuva","agropecuaria"
"Fauna","Peixes Continentais","Rivulidae","Simpsonichthys parallelus","Peixe-anual","agropecuaria"
"Fauna","Peixes Continentais","Rivulidae","Simpsonichthys punctulatus","Peixe-anual","agropecuaria"
"Fauna","Peixes Continentais","Rivulidae","Simpsonichthys santanae","Peixe-anual","expansão urbana"
"Fauna","Peixes Continentais","Rivulidae","Simpsonichthys zonatus","Peixe-anual","agropecuaria"
"Fauna","Peixes Continentais","Rivulidae","Simpsonichthys zonatus","Peixe-anual","caça/pesca/captura"
"Flora","Angiospermas","Gesneriaceae","Sinningia aghensis","-","agropecuaria"
"Flora","Angiospermas","Gesneriaceae","Sinningia araneosa","-","vazio"
"Flora","Angiospermas","Gesneriaceae","Sinningia carangolensis","-","vazio"
"Flora","Angiospermas","Gesneriaceae","Sinningia cardinalis","-","vazio"
"Flora","Angiospermas","Gesneriaceae","Sinningia cochlearis","-","vazio"
"Flora","Angiospermas","Gesneriaceae","Sinningia defoliata","-","vazio"
"Flora","Angiospermas","Gesneriaceae","Sinningia glazioviana","-","vazio"
"Flora","Angiospermas","Gesneriaceae","Sinningia guttata","-","vazio"
"Flora","Angiospermas","Gesneriaceae","Sinningia harleyi","-","vazio"
"Flora","Angiospermas","Gesneriaceae","Sinningia hatschbachii","-","extraçao de madeira"
"Flora","Angiospermas","Gesneriaceae","Sinningia hirsuta","-","vazio"
"Flora","Angiospermas","Gesneriaceae","Sinningia iarae","-","vazio"
"Flora","Angiospermas","Gesneriaceae","Sinningia insularis","-","vazio"
"Flora","Angiospermas","Gesneriaceae","Sinningia kautskyi","-","vazio"
"Flora","Angiospermas","Gesneriaceae","Sinningia lindleyi","-","vazio"
"Flora","Angiospermas","Gesneriaceae","Sinningia lineata","-","vazio"
"Flora","Angiospermas","Gesneriaceae","Sinningia micans","-","vazio"
"Flora","Angiospermas","Gesneriaceae","Sinningia piresiana","-","vazio"
"Flora","Angiospermas","Gesneriaceae","Sinningia rupicola","-","mineraçao"
"Flora","Angiospermas","Gesneriaceae","Sinningia striata","-","vazio"
"Flora","Angiospermas","Gesneriaceae","Sinningia tuberosa","-","Turismo desordenado"
"Flora","Angiospermas","Gesneriaceae","Sinningia valsuganensis","-","vazio"
"Flora","Angiospermas","Gesneriaceae","Sinningia villosa","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Gesneriaceae","Sinningia villosa","-","agropecuaria"
"Flora","Angiospermas","Myrtaceae","Siphoneugena kuhlmannii","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Myrtaceae","Siphoneugena kuhlmannii","-","extraçao para combustivel"
"Flora","Angiospermas","Myrtaceae","Siphoneugena kuhlmannii","-","agropecuaria"
"Flora","Angiospermas","Elaeocarpaceae","Sloanea obtusifolia","-","agropecuaria"
"Flora","Angiospermas","Elaeocarpaceae","Sloanea obtusifolia","-","coleta"
"Flora","Angiospermas","Elaeocarpaceae","Sloanea obtusifolia","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Asteraceae","Smallanthus araucariophilus","-","agropecuaria"
"Flora","Angiospermas","Asteraceae","Smallanthus riograndensis","-","agropecuaria"
"Flora","Angiospermas","Smilacaceae","Smilax lappacea","-","vazio"
"Flora","Angiospermas","Smilacaceae","Smilax lutescens","Pitanga; Pitanga sem espinho","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Smilacaceae","Smilax muscosa","Salsaparilha","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Smilacaceae","Smilax spicata","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Smilacaceae","Smilax subsessiliflora","Japecanga","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Solanaceae","Solanum arenarium","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Solanaceae","Solanum bahianum","-","plantaçao de madereiras"
"Flora","Angiospermas","Solanaceae","Solanum bahianum","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Solanaceae","Solanum graveolens","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Solanaceae","Solanum jabrense","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Solanaceae","Solanum jabrense","-","agropecuaria"
"Flora","Angiospermas","Solanaceae","Solanum paralum","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Solanaceae","Solanum restingae","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Solanaceae","Solanum restingae","-","mineraçao"
"Flora","Angiospermas","Solanaceae","Solanum restingae","-","expansão urbana"
"Flora","Angiospermas","Solanaceae","Solanum santosii","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Solanaceae","Solanum santosii","-","agropecuaria"
"Flora","Angiospermas","Solanaceae","Solanum spissifolium","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Solanaceae","Solanum viscosissimum","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Solanaceae","Solanum warmingii","-","perda de habitat/degradaçao (induzida por humanos)"
"Fauna","Mamíferos","Delphinidae","Sotalia guianensis","Boto-cinza","aquicultura"
"Fauna","Mamíferos","Delphinidae","Sotalia guianensis","Boto-cinza","caça/pesca/captura"
"Fauna","Mamíferos","Delphinidae","Sotalia guianensis","Boto-cinza","mudanca na dinamica das especies nativas:patogenias/parasitas"
"Fauna","Mamíferos","Delphinidae","Sotalia guianensis","Boto-cinza","transportes (terrestre/aereo/aquatico)"
"Fauna","Mamíferos","Delphinidae","Sotalia guianensis","Boto-cinza","poluiçao"
"Flora","Briófitas","Arnelliaceae","Southbya organensis","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Briófitas","Arnelliaceae","Southbya organensis","-","desenvolvimento e infraestrutura"
"Flora","Briófitas","Arnelliaceae","Southbya organensis","-","queimadas"
"Fauna","Invertebrados Terrestres","Escadabiidae","Spaeleoleptes spaeleus","Opilião","Turismo desordenado"
"Flora","Angiospermas","Bignoniaceae","Sparattosperma catingae","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Bignoniaceae","Sparattosperma catingae","-","mineraçao"
"Flora","Angiospermas","Bignoniaceae","Sparattosperma catingae","-","agropecuaria"
"Fauna","Peixes Marinhos","Labridae","Sparisoma axillare","Peixe-papagaio-cinza","caça/pesca/captura"
"Fauna","Peixes Marinhos","Labridae","Sparisoma frondosum","Peixe-papagaio-cinza","caça/pesca/captura"
"Fauna","Peixes Marinhos","Labridae","Sparisoma rocha","Bodião-de-trindade","caça/pesca/captura"
"Fauna","Peixes Marinhos","Labridae","Sparisoma rocha","Bodião-de-trindade","mineraçao"
"Fauna","Peixes Marinhos","Labridae","Sparisoma rocha","Bodião-de-trindade","transportes (terrestre/aereo/aquatico)"
"Flora","Angiospermas","Orchidaceae","Specklinia gomesferreirae","-","perda de habitat/degradaçao (induzida por humanos)"
"Fauna","Peixes Continentais","Rivulidae","Spectrolebias reticulatus","Desconhecido","Produção de energia"
"Fauna","Invertebrados Terrestres","Bochicidae","Spelaeobochica allodentatus","Pseudoescorpião","agropecuaria"
"Fauna","Invertebrados Terrestres","Bochicidae","Spelaeobochica allodentatus","Pseudoescorpião","poluiçao"
"Fauna","Invertebrados Terrestres","Bochicidae","Spelaeobochica iuiu","Pseudoescorpião","agropecuaria"
"Fauna","Invertebrados Terrestres","Bochicidae","Spelaeobochica muchmorei","Pseudoescorpião","expansão urbana"
"Fauna","Invertebrados Terrestres","Bochicidae","Spelaeobochica muchmorei","Pseudoescorpião","poluiçao"
"Fauna","Invertebrados Terrestres","Chernetidae","Spelaeochernes gracilipalpus","Pseudoescorpião","Turismo desordenado"
"Fauna","Invertebrados Terrestres","Chernetidae","Spelaeochernes gracilipalpus","Pseudoescorpião","poluiçao"
"Fauna","Invertebrados Terrestres","Ochyroceratidae","Speocera eleonorae","Desconhecido","agropecuaria"
"Fauna","Invertebrados Terrestres","Ochyroceratidae","Speocera eleonorae","Desconhecido","mineraçao"
"Fauna","Mamíferos","Canidae","Speothos venaticus","Cachorro-vinagre","agropecuaria"
"Fauna","Mamíferos","Canidae","Speothos venaticus","Cachorro-vinagre","caça/pesca/captura"
"Fauna","Mamíferos","Canidae","Speothos venaticus","Cachorro-vinagre","mudanca na dinamica das especies nativas:patogenias/parasitas"
"Flora","Angiospermas","Gesneriaceae","Sphaerorrhiza burchellii","-","vazio"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna lewini","Tubarão-martelo","caça/pesca/captura"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna media","Tubarão-martelo-de-aba-curta","caça/pesca/captura"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna mokarran","Tubarão-martelo-grande","caça/pesca/captura"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna mokarran","Tubarão-martelo-grande","poluiçao"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna tiburo","Tubarão-martelo","caça/pesca/captura"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna tudes","Tubarão-martelo","caça/pesca/captura"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna zygaena","Tubarão-martelo-liso","caça/pesca/captura"
"Flora","Angiospermas","Loganiaceae","Spigelia aceifolia","-","Turismo desordenado"
"Flora","Angiospermas","Loganiaceae","Spigelia amplexicaulis","-","Turismo desordenado"
"Flora","Angiospermas","Loganiaceae","Spigelia cipoensis","-","Turismo desordenado"
"Flora","Angiospermas","Loganiaceae","Spigelia flava","-","agropecuaria"
"Flora","Angiospermas","Loganiaceae","Spigelia kuhlmannii","-","agropecuaria"
"Flora","Angiospermas","Loganiaceae","Spigelia lundiana","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Loganiaceae","Spigelia reitzii","-","perda de habitat/degradaçao (induzida por humanos)"
"Flora","Angiospermas","Loganiaceae","Spigelia vestita","-","Turismo desordenado"
"Flora","Angiospermas","Loganiaceae","Spigelia vestita","-","Produção de energia"
"Fauna","Invertebrados Terrestres","Cryptogeobiidae","Spinopilar moria","Opilião","extracao florestal"
"Fauna","Invertebrados Terrestres","Cryptogeobiidae","Spinopilar moria","Opilião","Turismo desordenado"
"Fauna","Peixes Continentais","Characidae","Spintherobolus ankoseion","Lambari","mineraçao"
"Fauna","Peixes Continentais","Characidae","Spintherobolus ankoseion","Lambari","poluiçao"
"Fauna","Peixes Continentais","Characidae","Spintherobolus ankoseion","Lambari","poluiçao"
"Fauna","Peixes Continentais","Characidae","Spintherobolus ankoseion","Lambari","assoreamento"
"Fauna","Peixes Continentais","Characidae","Spintherobolus broccae","Piaba","expansão urbana"
"Fauna","Peixes Continentais","Characidae","Spintherobolus broccae","Piaba","poluiçao"
"Fauna","Peixes Continentais","Characidae","Spintherobolus leptoura","Lambari","agropecuaria"
"Fauna","Peixes Continentais","Characidae","Spintherobolus leptoura","Lambari","barragens"
"Fauna","Peixes Continentais","Characidae","Spintherobolus leptoura","Lambari","abastecimento/drenagem"
"Fauna","Peixes Continentais","Characidae","Spintherobolus leptoura","Lambari","poluiçao"
"Fauna","Peixes Continentais","Characidae","Spintherobolus papilliferus","Lambari ","expansão urbana"
"Fauna","Peixes Continentais","Characidae","Spintherobolus papilliferus","Lambari ","poluiçao"
"Fauna","Invertebrados Aquáticos","Pomatiopsidae","Spiripockia punctata","Desconhecido","agropecuaria"
"Fauna","Invertebrados Aquáticos","Pomatiopsidae","Spiripockia punctata","Desconhecido","mineraçao"
"Fauna","Invertebrados Aquáticos","Pomatiopsidae","Spiripockia punctata","Desconhecido","Turismo desordenado"
"Fauna","Aves","Fringilidae","Sporagra yarrellii","Pintassilgo-do-nordeste","caça/pesca/captura"
"Flora","Angiospermas","Poaceae","Sporobolus apiculatus","-","vazio"
"Fauna","Aves","Thraupidae","Sporophila beltoni","Patativa-tropeira","agropecuaria"
"Fauna","Aves","Thraupidae","Sporophila beltoni","Patativa-tropeira","caça/pesca/captura"
"Fauna","Aves","Thraupidae","Sporophila beltoni","Patativa-tropeira","Produção de energia"
"Fauna","Aves","Thraupidae","Sporophila falcirostris","Cigarra-verdadeira","agropecuaria"
"Fauna","Aves","Thraupidae","Sporophila falcirostris","Cigarra-verdadeira","caça/pesca/captura"
"Fauna","Aves","Thraupidae","Sporophila falcirostris","Cigarra-verdadeira","poluiçao"
"Fauna","Aves","Thraupidae","Sporophila frontalis","Pixoxó","agropecuaria"
"Fauna","Aves","Thraupidae","Sporophila frontalis","Pixoxó","caça/pesca/captura"
"Fauna","Aves","Thraupidae","Sporophila frontalis","Pixoxó","poluiçao"
"Fauna","Aves","Thraupidae","Sporophila hypoxantha","Caboclinho-de-barriga-vermelha","agropecuaria"
"Fauna","Aves","Thraupidae","Sporophila hypoxantha","Caboclinho-de-barriga-vermelha","caça/pesca/captura"
"Fauna","Aves","Thraupidae","Sporophila hypoxantha","Caboclinho-de-barriga-vermelha","queimadas"
"Fauna","Aves","Thraupidae","Sporophila maximiliani","Bicudo-verdadeiro","agropecuaria"
"Fauna","Aves","Thraupidae","Sporophila maximiliani","Bicudo-verdadeiro","caça/pesca/captura"
"Fauna","Aves","Thraupidae","Sporophila maximiliani","Bicudo-verdadeiro","mudanças na dinamica das especies nativas"
"Fauna","Aves","Thraupidae","Sporophila melanogaster","Caboclinho-de-barriga-preta","agropecuaria"
"Fauna","Aves","Thraupidae","Sporophila melanogaster","Caboclinho-de-barriga-preta","especies exoticas"
"Fauna","Aves","Thraupidae","Sporophila melanogaster","Caboclinho-de-barriga-preta","caça/pesca/captura"
"Fauna","Aves","Thraupidae","Sporophila melanogaster","Caboclinho-de-barriga-preta","mudanças na dinamica das especies nativas"
"Fauna","Aves","Thraupidae","Sporophila melanogaster","Caboclinho-de-barriga-preta","barragens"
"Fauna","Aves","Thraupidae","Sporophila melanogaster","Caboclinho-de-barriga-preta","abastecimento/drenagem"
"Fauna","Aves","Thraupidae","Sporophila melanogaster","Caboclinho-de-barriga-preta","poluiçao"
"Fauna","Aves","Thraupidae","Sporophila melanogaster","Caboclinho-de-barriga-preta","queimadas"
"Fauna","Aves","Thraupidae","Sporophila nigrorufa","Caboclinho-do-sertão","agropecuaria"
"Fauna","Aves","Thraupidae","Sporophila nigrorufa","Caboclinho-do-sertão","caça/pesca/captura"
"Fauna","Aves","Thraupidae","Sporophila palustris","Caboclinho-de-papo-branco","agropecuaria"
"Fauna","Aves","Thraupidae","Sporophila palustris","Caboclinho-de-papo-branco","especies exoticas"
"Fauna","Aves","Thraupidae","Sporophila palustris","Caboclinho-de-papo-branco","caça/pesca/captura"
"Fauna","Aves","Thraupidae","Sporophila palustris","Caboclinho-de-papo-branco","Produção de energia"
"Fauna","Aves","Thraupidae","Sporophila palustris","Caboclinho-de-papo-branco","poluiçao"
"Fauna","Aves","Thraupidae","Sporophila palustris","Caboclinho-de-papo-branco","queimadas"
