"Grupao","Grupo","Familia","Especie","NomeComum","AreasProtegidas","PAN","OrdenamentoPesqueiro","ProtecaoNacional","ExclusivaBrasil"
"Flora","Angiospermas","Melastomataceae","Marcetia hatschbachii","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Melastomataceae","Marcetia luetzelburgii","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Melastomataceae","Marcetia lychnophoroides","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Melastomataceae","Marcetia nummularia","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Melastomataceae","Marcetia oxycoccoides","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Melastomataceae","Marcetia semiriana","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Melastomataceae","Marcetia shepherdii","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Melastomataceae","Marcetia viscida","-","Sim","Não","Não","2","Sim"
"Flora","Briófitas","Marchantiaceae","Marchantia berteroana","-","Sim","Não","Não","2","Não"
"Flora","Angiospermas","Myrtaceae","Marlierea krapovickae","-","Sim","Sim","Não","2","Informação não disponível"
"Flora","Angiospermas","Myrtaceae","Marlierea lealcostae","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Myrtaceae","Marlierea skortzoviana","-","Sim","Não","Não","2","Informação não disponível"
"Fauna","Mamíferos","Didelphidae","Marmosops paulensis","Cuíca","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Apocynaceae","Marsdenia otoniensis","-","Sim","Não","Não","2","Informação não disponível"
"Flora","Angiospermas","Apocynaceae","Marsdenia queirozii","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Lamiaceae","Martianthus sancti-gabrielii","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Orchidaceae","Masdevallia discoidea","-","Sim","Não","Não","2","Sim"
"Fauna","Invertebrados Terrestres","Salticidae","Matagaia chromatopus","Aranha-papa-mosca","Não","Não","Não","0","Sim"
"Flora","Angiospermas","Apocynaceae","Matelea bahiensis","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Apocynaceae","Matelea glaziovii","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Apocynaceae","Matelea hatschbachii","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Apocynaceae","Matelea marcoassisii","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Apocynaceae","Matelea santosii","-","Sim","Não","Não","2","Sim"
"Fauna","Invertebrados Terrestres","Chernetidae","Maxchernes iporangae","Pseudoescorpião","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Celastraceae","Maytenus acanthophylla","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Celastraceae","Maytenus basidentata","-","Sim","Não","Não","3","Sim"
"Flora","Angiospermas","Celastraceae","Maytenus quadrangulata","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Celastraceae","Maytenus rupestris","-","Sim","Sim","Não","3","Sim"
"Fauna","Mamíferos","Cervidae","Mazama bororo","Veado-bororó-de-são-paulo","Sim","Sim","Não","3","Sim"
"Fauna","Mamíferos","Cervidae","Mazama nana","Veado-bororó-do-sul","Sim","Sim","Não","2","Não"
"Fauna","Invertebrados Terrestres","Nymphalidae","Mcclungia cymo fallens","Asa-de-vidro","Sim","Sim","Não","2","Sim"
"Fauna","Invertebrados Terrestres","Coenagrionidae","Mecistogaster pronoti","Libélula","#N/D","Não","Não","0","Sim"
"Flora","Angiospermas","Lamiaceae","Medusantha carvalhoi","-","Sim","Não","Não","2","Sim"
"Fauna","Peixes Continentais","Apteronotidae","Megadontognathus kaitukaensis","Desconhecido","Não","Sim","Não","1","Sim"
"Flora","Pteridófitas","Dryopteridaceae","Megalastrum wacketii","-","Sim","Não","Não","2","Sim"
"Fauna","Invertebrados Terrestres","Megalobulimidae","Megalobulimus cardosoi","Aruá-do-mato","Não","Não","Não","0","Sim"
"Fauna","Peixes Marinhos","Megalopidae","Megalops atlanticus","Amaripim","Sim","Não","Sim","3","Não"
"Fauna","Peixes Continentais","Crenuchidae","Melanocharacidium nigrum","Piaba","Sim","Sim","Não","2","Sim"
"Fauna","Anfíbios","Bufonidae","Melanophryniscus admirabilis","Desconhecido","Não","Sim","Não","1","Sim"
"Fauna","Anfíbios","Bufonidae","Melanophryniscus cambaraensis","Sapinho-verde-de-barriga-vermelha","Sim","Sim","Não","2","Sim"
"Fauna","Anfíbios","Bufonidae","Melanophryniscus dorsalis","Flamenguinho, Sapinho-da-barriga-vermelha ","Sim","Sim","Não","2","Sim"
"Fauna","Anfíbios","Bufonidae","Melanophryniscus macrogranulosus","Desconhecido","Não","Sim","Não","1","Sim"
"Fauna","Anfíbios","Bufonidae","Melanophryniscus setiba","Sapinho-da-restinga ","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Rubiaceae","Melanopsidium nigrum","-","Sim","Não","Não","2","Sim"
"Fauna","Peixes Continentais","Rivulidae","Melanorivulus crixas","Desconhecido","Não","Não","Não","1","Sim"
"Fauna","Peixes Continentais","Rivulidae","Melanorivulus illuminatus","Peixe-anual","Não","Não","Não","1","Sim"
"Fauna","Peixes Continentais","Rivulidae","Melanorivulus karaja","Desconhecido","Não","Não","Não","1","Sim"
"Fauna","Peixes Continentais","Rivulidae","Melanorivulus kayapo","Desconhecido","Não","Não","Não","1","Sim"
"Fauna","Peixes Continentais","Rivulidae","Melanorivulus kunzei","Desconhecido","Não","Não","Não","1","Sim"
"Fauna","Peixes Continentais","Rivulidae","Melanorivulus litteratus","Desconhecido","Não","Não","Não","1","Sim"
"Fauna","Peixes Continentais","Rivulidae","Melanorivulus pindorama","Desconhecido","Não","Não","Não","1","Sim"
"Fauna","Peixes Continentais","Rivulidae","Melanorivulus pinima","Peixe-anual","Não","Não","Não","1","Sim"
"Fauna","Peixes Continentais","Rivulidae","Melanorivulus planaltinus","Desconhecido","Não","Não","Não","1","Sim"
"Fauna","Peixes Continentais","Rivulidae","Melanorivulus rubromarginatus","Desconhecido","Não","Não","Não","1","Sim"
"Fauna","Peixes Continentais","Rivulidae","Melanorivulus rutilicaudus","Peixe-anual","Não","Não","Não","1","Sim"
"Fauna","Peixes Continentais","Rivulidae","Melanorivulus salmonicaudus","Desconhecido","Não","Não","Não","1","Sim"
"Fauna","Peixes Continentais","Rivulidae","Melanorivulus scalaris","Peixe-anual","Não","Não","Não","1","Sim"
"Fauna","Peixes Continentais","Rivulidae","Melanorivulus ubirajarai","Desconhecido","Não","Não","Não","1","Sim"
"Fauna","Peixes Continentais","Rivulidae","Melanorivulus vittatus","Peixe-anual","Não","Não","Não","1","Sim"
"Flora","Angiospermas","Fabaceae","Melanoxylon brauna","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Poaceae","Melica arzivencoi","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Sapindaceae","Melicoccus espiritosantensis","-","Sim","Não","Não","2","Sim"
"Fauna","Invertebrados Terrestres","Nymphalidae","Melinaea mnasias thera","Borboleta","Não","Não","Não","0","Sim"
"Fauna","Invertebrados Terrestres","Apidae","Melipona (Michmelia) capixaba","Uruçu-preto, uruçu-negra","Não","Não","Não","0","Sim"
"Fauna","Invertebrados Terrestres","Apidae","Melipona (Michmelia) rufiventris","Tujuba, tujuva, tuiuva","Não","Não","Não","0","Sim"
"Fauna","Invertebrados Terrestres","Apidae","Melipona (Michmelia) scutellaris","Uruçu","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Cactaceae","Melocactus azureus","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Cactaceae","Melocactus conoideus","-","Não","Não","Não","2","Sim"
"Flora","Angiospermas","Cactaceae","Melocactus deinacanthus","-","Não","Sim","Não","2","Sim"
"Flora","Angiospermas","Cactaceae","Melocactus ferreophilus","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Cactaceae","Melocactus glaucescens","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Cactaceae","Melocactus lanssensianus","-","Não","Não","Não","2","Sim"
"Flora","Angiospermas","Cactaceae","Melocactus pachyacanthus","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Cactaceae","Melocactus paucispinus","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Cactaceae","Melocactus violaceus","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Cactaceae","Melocactus violaceus subsp. ritteri","-","Sim","Sim","Não","3","Sim"
"Fauna","Aves","Anatidae","Mergus octosetaceus","Pato-mergulhão","Sim","Sim","Não","3","Não"
"Flora","Angiospermas","Melastomataceae","Meriania callophylla","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Melastomataceae","Merianthera burlemarxii","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Melastomataceae","Merianthera pulchra","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Poaceae","Merostachys abadiana","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Poaceae","Merostachys burmanii","taquara","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Poaceae","Merostachys caucaiana","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Poaceae","Merostachys scandens","taquara","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Convolvulaceae","Merremia repens","-","Sim","Sim","Não","3","Sim"
"Fauna","Aves","Rhinocryptidae","Merulaxis stresemanni","Entufado-baiano","Sim","Sim","Não","2","Sim"
"Fauna","Répteis","Chelidae","Mesoclemmys hogei","Cágado-de-hogei","Sim","Sim","Não","2","Sim"
"Fauna","Invertebrados Terrestres","Pholcidae","Metagonia diamantina","Aranha-de-pernas-longas","Não","Não","Não","1","Sim"
"Fauna","Invertebrados Terrestres","Pholcidae","Metagonia potiguar","Aranha-de-pernas-longas","Não","Não","Não","0","Sim"
"Flora","Angiospermas","Apocynaceae","Metastelma giuliettianum","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Apocynaceae","Metastelma harleyi","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Rutaceae","Metrodorea maracasana","-","Sim","Não","Não","2","Sim"
"Flora","Briófitas","Metzgeriaceae","Metzgeria hegewaldii","-","Sim","Não","Não","2","Não"
"Flora","Angiospermas","Malpighiaceae","Mezia araujoi","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Lauraceae","Mezilaurus itauba","itaúba","Sim","Não","Não","2","Não"
"Flora","Angiospermas","Lauraceae","Mezilaurus navalium","tapinhoã","Sim","Sim","Não","2","Sim"
"Fauna","Mamíferos","Callitrichidae","Mico rondoni","Mico-de-rondônia","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Melastomataceae","Miconia angelana","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Melastomataceae","Miconia capixaba","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Melastomataceae","Miconia carvalhoana","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Melastomataceae","Miconia cipoensis","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Melastomataceae","Miconia glazioviana","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Melastomataceae","Miconia johnwurdackiana","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Melastomataceae","Miconia mendoncae","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Melastomataceae","Miconia penduliflora","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Melastomataceae","Miconia picinguabensis","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Melastomataceae","Miconia setosociliata","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Cactaceae","Micranthocereus albicephalus","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Cactaceae","Micranthocereus auriazureus","Rabo-de-raposa","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Cactaceae","Micranthocereus dolichospermaticus","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Cactaceae","Micranthocereus polyanthus","-","Não","Sim","Não","2","Sim"
"Flora","Angiospermas","Cactaceae","Micranthocereus streckeri","-","Não","Sim","Não","2","Sim"
"Flora","Angiospermas","Cactaceae","Micranthocereus violaciflorus","-","Sim","Sim","Não","3","Sim"
"Fauna","Invertebrados Terrestres","Libellulidae","Micrathyria borgmeieri","Libélula","Não","Não","Não","0","Sim"
"Fauna","Invertebrados Terrestres","Libellulidae","Micrathyria divergens","Libélula","Sim","Não","Não","1","Sim"
"Fauna","Mamíferos","Cricetidae","Microakodontomys transitorius","Rato-do-mato","Sim","Não","Não","2","Sim"
"Fauna","Peixes Continentais","Trichomycteridae","Microcambeva draco","Desconhecido","Não","Sim","Não","1","Sim"
"Fauna","Peixes Continentais","Pseudopimelodidae","Microglanis robustus","Desconhecido","Sim","Sim","Não","2","Sim"
"Fauna","Peixes Marinhos","Syngnathidae","Micrognathus erugatus","Desconhecido","Não","Sim","Sim","2","Sim"
"Fauna","Peixes Continentais","Loricariidae","Microlepidogaster perforatus","Cascudinho","Não","Sim","Não","1","Sim"
"Flora","Angiospermas","Melastomataceae","Microlicia canastrensis","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Melastomataceae","Microlicia cuspidifolia","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Melastomataceae","Microlicia flava","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Melastomataceae","Microlicia glazioviana","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Melastomataceae","Microlicia humilis","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Melastomataceae","Microlicia macedoi","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Melastomataceae","Microlicia microphylla","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Melastomataceae","Microlicia obtusifolia","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Melastomataceae","Microlicia psammophila","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Sapotaceae","Micropholis emarginata","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Sapotaceae","Micropholis splendens","-","Sim","Não","Não","2","Não"
"Fauna","Peixes Marinhos","Pomacentridae","Microspathodon chrysurus","Donzela-azul ","Sim","Sim","Sim","2","Não"
"Flora","Angiospermas","Phytolaccaceae","Microtea bahiensis","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Phytolaccaceae","Microtea papilosa","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Mikania additicia","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Mikania alvimii","-","Sim","Não","Não","2","Informação não disponível"
"Flora","Angiospermas","Asteraceae","Mikania anethifolia","-","Sim","Sim","Não","2","Não"
"Flora","Angiospermas","Asteraceae","Mikania argyreiae","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Mikania cipoensis","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Mikania clematidifolia","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Mikania dusenii","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Mikania firmula","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Mikania glabra","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Mikania glauca","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Mikania hartbergii","-","Sim","Sim","Não","2","Informação não disponível"
"Flora","Angiospermas","Asteraceae","Mikania hastato-cordata","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Mikania itambana","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Asteraceae","Mikania neurocaula","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Mikania oreophila","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Mikania pinnatiloba","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Mikania premnifolia","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Mikania variifolia","-","Sim","Sim","Não","2","Não"
"Flora","Angiospermas","Asteraceae","Mikania viminea","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Asteraceae","Mikania warmingii","-","Sim","Sim","Não","2","Sim"
"Fauna","Invertebrados Aquáticos","Milleporidae","Millepora laboreli","Desconhecido","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Orchidaceae","Miltonia kayasimae","-","Sim","Não","Não","2","Sim"
"Fauna","Peixes Continentais","Characidae","Mimagoniates lateralis","Lambari-azul-listrado","Sim","Sim","Sim","3","Sim"
"Fauna","Peixes Continentais","Characidae","Mimagoniates sylvicola","Piaba","Sim","Sim","Sim","2","Sim"
"Fauna","Invertebrados Terrestres","Papilionidae","Mimoides lysithous harrisianus","Borboleta","Sim","Sim","Não","2","Sim"
"Fauna","Invertebrados Terrestres","Papilionidae","Mimoides lysithous sebastianus","Borboleta","Não","Não","Não","0","Sim"
"Flora","Angiospermas","Fabaceae","Mimosa acroconica","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Fabaceae","Mimosa adamantina","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Fabaceae","Mimosa balduinii","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Fabaceae","Mimosa barretoi","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Fabaceae","Mimosa bathyrrhena","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Fabaceae","Mimosa bombycina","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Fabaceae","Mimosa bracteolaris","-","#N/D","Não","Não","1","Informação não disponível"
"Flora","Angiospermas","Fabaceae","Mimosa catharinensis","unha-de-gato","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Fabaceae","Mimosa chrysastra","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Fabaceae","Mimosa hatschbachii","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Fabaceae","Mimosa heringeri","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Fabaceae","Mimosa involucrata","juquiri","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Fabaceae","Mimosa leprosa","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Fabaceae","Mimosa lithoreas","-","Não","Não","Não","1","Sim"
"Flora","Angiospermas","Fabaceae","Mimosa macedoana","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Fabaceae","Mimosa mensicola","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Fabaceae","Mimosa montis-carasae","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Fabaceae","Mimosa myuros","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Fabaceae","Mimosa paucifolia","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Fabaceae","Mimosa psittacina","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Fabaceae","Mimosa skinneri var. carajarum","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Fabaceae","Mimosa suburbana","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Fabaceae","Mimosa thomista","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Fabaceae","Mimosa uniceps","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Fabaceae","Mimosa urticaria","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Apocynaceae","Minaria bifurcata","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Apocynaceae","Minaria diamantinensis","-","Não","Sim","Não","2","Sim"
"Flora","Angiospermas","Apocynaceae","Minaria grazielae","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Apocynaceae","Minaria harleyi","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Apocynaceae","Minaria hemipogonoides","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Apocynaceae","Minaria inconspicua","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Apocynaceae","Minaria magisteriana","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Apocynaceae","Minaria monocoronata","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Apocynaceae","Minaria polygaloides","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Apocynaceae","Minaria refractifolia","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Apocynaceae","Minaria semirii","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Apocynaceae","Minaria volubilis","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Minasia alpestris","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Minasia pereirae","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Minasia scapigera","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Rubiaceae","Mitracarpus anthospermoides","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Rubiaceae","Mitracarpus eritrichoides","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Rubiaceae","Mitracarpus rigidifolius","-","Sim","Não","Não","2","Sim"
"Fauna","Peixes Marinhos","Mobulidae","Mobula hypostoma","Raia-manta","Sim","Sim","Sim","2","Não"
"Fauna","Peixes Marinhos","Mobulidae","Mobula japanica","Raia-manta","Sim","Sim","Sim","3","Não"
"Fauna","Peixes Marinhos","Mobulidae","Mobula rochebrunei","Raia-manta","Não","Sim","Sim","2","Não"
"Fauna","Peixes Marinhos","Mobulidae","Mobula tarapacana","Raia-manta","Sim","Sim","Sim","3","Não"
"Fauna","Peixes Marinhos","Mobulidae","Mobula thurstoni","Raia-manta","Sim","Sim","Sim","3","Não"
"Fauna","Peixes Continentais","Rivulidae","Moema piriana","Desconhecido","Não","Não","Não","1","Sim"
"Flora","Angiospermas","Fabaceae","Moldenhawera papillanthera","Caingá","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Monimiaceae","Mollinedia eugeniifolia","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Monimiaceae","Mollinedia longicuspidata","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Monimiaceae","Mollinedia luizae","-","Sim","Não","Não","2","Sim"
"Fauna","Aves","Momotidae","Momotus momota marcgraviana","Udu-de-coroa-azul-do-nordeste","Sim","Não","Não","2","Sim"
"Fauna","Aves","Bucconidae","Monasa morphoeus morphoeus","Chora-chuva-de-cara-branca","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Asteraceae","Monogereion carajensis","-","Sim","Não","Não","2","Sim"
"Fauna","Invertebrados Terrestres","Formicidae","Monomorium delabiei","Formiga","Não","Não","Não","0","Sim"
"Flora","Angiospermas","Apocynaceae","Monsanima morrenioides","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Malvaceae","Monteiroa smithii","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Moquiniastrum argyreum","-","Sim","Não","Não","2","Informação não disponível"
"Flora","Angiospermas","Asteraceae","Moquiniastrum cordatum","-","Sim","Sim","Não","2","Não"
"Flora","Angiospermas","Asteraceae","Moquiniastrum hatschbachii","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Asteraceae","Moquiniastrum mollissimum","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Moquiniastrum ramboi","-","Não","Não","Não","1","Sim"
"Flora","Angiospermas","Asteraceae","Moquiniastrum sordidum","-","Sim","Sim","Não","2","Sim"
"Flora","Pteridófitas","Polypodiaceae","Moranopteris perpusilla","-","Sim","Não","Não","2","Sim"
"Fauna","Aves","Accipitridae","Morphnus guianensis","uiraçu-falso","Sim","Não","Não","4","Não"
"Fauna","Invertebrados Terrestres","Nymphalidae","Morpho epistrophus nikolajewna","Borboleta","Sim","Sim","Não","2","Sim"
"Fauna","Invertebrados Terrestres","Nymphalidae","Morpho menelaus eberti","Azul-seda","Sim","Sim","Não","2","Sim"
"Fauna","Invertebrados Terrestres","Pieridae","Moschoneura pinthous methymna","Borboleta","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Gelsemiaceae","Mostuea muricata","-","Não","Não","Não","1","Sim"
"Flora","Angiospermas","Podostemaceae","Mourera weddelliana","-","Sim","Não","Não","1","Sim"
"Flora","Angiospermas","Melastomataceae","Mouriri megasperma","-","Não","Não","Não","1","Sim"
"Fauna","Invertebrados Aquáticos","Mussidae","Mussismilia braziliensis","Coral-cérebro-da-bahia","Sim","Sim","Não","2","Sim"
"Fauna","Invertebrados Aquáticos","Mussidae","Mussismilia harttii","Coral-vela","Sim","Sim","Não","2","Sim"
"Fauna","Peixes Marinhos","Triakidae","Mustelus canis","Boca-de-velha","Sim","Sim","Não","3","Não"
"Fauna","Peixes Marinhos","Triakidae","Mustelus fasciatus","Cação-listrado","Sim","Sim","Não","2","Não"
"Fauna","Peixes Marinhos","Triakidae","Mustelus schmitti","Tubarão-bico-doce-pintado","Sim","Sim","Não","2","Não"
"Fauna","Invertebrados Terrestres","Formicidae","Mycetagroicus urbanus","Formiga","Não","Não","Não","0","Sim"
"Fauna","Invertebrados Terrestres","Formicidae","Mycetophylax simplex","Formiga","Não","Não","Não","0","Sim"
"Fauna","Invertebrados Aquáticos","Mycetopodidae","Mycetopoda legumen","Faquinha-arredondada","Sim","Não","Não","2","Não"
"Fauna","Peixes Marinhos","Epinephelidae","Mycteroperca bonaci","Sirigado ","Sim","Sim","Sim","3","Não"
"Fauna","Peixes Marinhos","Epinephelidae","Mycteroperca interstitialis","Badejo-amarelo","Sim","Sim","Sim","3","Não"
"Fauna","Peixes Continentais","Characidae","Mylesinus paucisquamatus","Pacu, Pacu-dente-seco, Pacu de cachoeira, Curupeté, Pacu borracha","Sim","Sim","Não","2","Sim"
"Fauna","Peixes Continentais","Serrasalmidae","Myleus tiete","Pacu-prata ","Sim","Sim","Não","2","Não"
"Fauna","Peixes Marinhos","Myliobatidae","Myliobatis freminvillii","Raia-amarela","Sim","Sim","Sim","2","Não"
"Fauna","Peixes Marinhos","Myliobatidae","Myliobatis goodei","Raia-sapo","Sim","Sim","Sim","3","Não"
"Fauna","Peixes Marinhos","Myliobatidae","Myliobatis ridens","Raia-manteiga","Sim","Sim","Sim","3","Não"
"Flora","Angiospermas","Orchidaceae","Myoxanthus ruschii","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Orchidaceae","Myoxanthus seidelii","-","Sim","Não","Não","2","Informação não disponível"
"Flora","Angiospermas","Anacardiaceae","Myracrodruon balansae","maracanã; pau-f-","Sim","Não","Não","2","Não"
"Flora","Angiospermas","Myrtaceae","Myrceugenia bracteosa","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Myrtaceae","Myrceugenia brevipedicellata","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Myrtaceae","Myrceugenia foveolata","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Myrtaceae","Myrceugenia franciscensis","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Myrtaceae","Myrceugenia gertii","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Myrtaceae","Myrceugenia hamoniana","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Myrtaceae","Myrceugenia hatschbachii","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Myrtaceae","Myrceugenia hoehnei","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Myrtaceae","Myrceugenia kleinii","-","Sim","Não","Não","3","Sim"
