"Grupao","Grupo","Familia","Especie","NomeComum","AreasProtegidas","PAN","OrdenamentoPesqueiro","ProtecaoNacional","ExclusivaBrasil"
"Flora","Angiospermas","Myrtaceae","Myrcia almasensis","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Myrtaceae","Myrcia diaphana","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Myrtaceae","Myrcia follii","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Myrtaceae","Myrcia gilsoniana","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Myrtaceae","Myrcia hexasticha","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Myrtaceae","Myrcia isaiana","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Myrtaceae","Myrcia limae","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Myrtaceae","Myrcia lineata","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Myrtaceae","Myrcia magnifolia","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Myrtaceae","Myrcia neocambessedeana","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Myrtaceae","Myrcia riodocensis","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Myrtaceae","Myrcia rupicola","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Myrtaceae","Myrciaria plinioides","-","Sim","Sim","Não","2","Sim"
"Flora","Briófitas","Lejeuneaceae","Myriocoleopsis fluviatilis","-","Sim","Não","Não","2","Sim"
"Fauna","Mamíferos","Myrmecophagidae","Myrmecophaga tridactyla","Tamanduá-bandeira","Sim","Sim","Não","4","Não"
"Fauna","Aves","Thamnophilidae","Myrmoderus ruficaudus","Formigueiro-de-cauda-ruiva","Sim","Sim","Não","3","Sim"
"Fauna","Aves","Thamnophilidae","Myrmotherula fluminensis","Choquinha-fluminense","Sim","Sim","Não","2","Sim"
"Fauna","Aves","Thamnophilidae","Myrmotherula klagesi","Choquinha-do-tapajós","Sim","Sim","Não","4","Sim"
"Fauna","Aves","Thamnophilidae","Myrmotherula minor","Choquinha-pequena","Sim","Sim","Não","3","Sim"
"Fauna","Aves","Thamnophilidae","Myrmotherula snowi","Choquinha-de-alagoas","Sim","Sim","Não","2","Sim"
"Fauna","Aves","Thamnophilidae","Myrmotherula urosticta","Choquinha-de-rabo-cintado","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Primulaceae","Myrsine congesta","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Primulaceae","Myrsine glazioviana","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Primulaceae","Myrsine villosissima","-","Sim","Não","Não","2","Sim"
"Fauna","Peixes Marinhos","Myxinidae","Myxine sotoi","Peixe-bruxa","Não","Não","Não","1","Sim"
"Fauna","Invertebrados Terrestres","Nymphalidae","Napeogenes rhezia rhezia","Borboleta","Não","Sim","Não","1","Sim"
"Fauna","Mamíferos","Natalidae","Natalus macrourus","Morcego","Sim","Sim","Não","3","Não"
"Flora","Angiospermas","Lauraceae","Nectandra barbellata","canela amarela; canela parda","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Lauraceae","Nectandra grisea","louro preto","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Lauraceae","Nectandra paranaensis","-","Sim","Não","Não","2","Sim"
"Fauna","Peixes Marinhos","Carcharhinidae","Negaprion brevirostris","Tubarão-limão","Sim","Sim","Não","2","Não"
"Flora","Angiospermas","Gesneriaceae","Nematanthus monanthos","-","Sim","Não","Não","2","Sim"
"Fauna","Peixes Continentais","Rivulidae","Nematolebias catimbau","Desconhecido","Não","Não","Não","1","Sim"
"Fauna","Peixes Continentais","Rivulidae","Nematolebias papilliferus","Peixe-anual","Não","Não","Não","1","Sim"
"Fauna","Peixes Continentais","Rivulidae","Nematolebias whitei","Peixe-anual","Não","Sim","Não","1","Sim"
"Fauna","Aves","Thraupidae","Nemosia rourei","Saíra-apunhalada","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Neocabreria malachophylla","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Orchidaceae","Neogardneria murrayana","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Myrtaceae","Neomitranthes amblymitra","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Myrtaceae","Neomitranthes cordifolia","-","Sim","Sim","Não","2","Informação não disponível"
"Flora","Angiospermas","Myrtaceae","Neomitranthes gracilis","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Myrtaceae","Neomitranthes langsdorffii","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Myrtaceae","Neomitranthes obtusa","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Myrtaceae","Neomitranthes pedicellata","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Myrtaceae","Neomitranthes sctictophylla","-","Sim","Não","Não","2","Sim"
"Fauna","Aves","Cuculidae","Neomorphus geoffroyi","Jacu-estalo","Sim","Não","Não","2","Não"
"Fauna","Aves","Cuculidae","Neomorphus geoffroyi amazonicus","Jacu-estalo","Sim","Não","Não","3","Não"
"Fauna","Aves","Cuculidae","Neomorphus geoffroyi dulcis","Jacu-estalo","Sim","Não","Não","1","Sim"
"Fauna","Aves","Cuculidae","Neomorphus geoffroyi geoffroyi","Jacu-estalo","Não","Não","Não","0","Sim"
"Fauna","Aves","Cuculidae","Neomorphus squamiger","Jacu-estalo-escamoso","Sim","Não","Não","3","Sim"
"Fauna","Invertebrados Terrestres","Salticidae","Neonella noronha","Aranha-papa-mosca","Não","Não","Não","0","Sim"
"Fauna","Aves","Pipridae","Neopelma aurifrons","Fruxu-baiano","Sim","Sim","Não","3","Sim"
"Fauna","Peixes Continentais","Loricariidae","Neoplecostomus botucatu","Cascudo","Sim","Não","Não","2","Sim"
"Fauna","Peixes Continentais","Loricariidae","Neoplecostomus selenae","Cascudo","Não","Sim","Não","1","Sim"
"Flora","Angiospermas","Bromeliaceae","Neoregelia angustibracteolata","-","Não","Não","Não","1","Sim"
"Flora","Angiospermas","Bromeliaceae","Neoregelia brownii","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Bromeliaceae","Neoregelia hoehneana","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Bromeliaceae","Neoregelia inexspectata","-","Não","Não","Não","1","Sim"
"Flora","Angiospermas","Bromeliaceae","Neoregelia leprosa","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Bromeliaceae","Neoregelia menescalii","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Bromeliaceae","Neoregelia oligantha","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Bromeliaceae","Neoregelia paulistana","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Bromeliaceae","Neoregelia pernambucana","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Bromeliaceae","Neoregelia ruschii","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Bromeliaceae","Neoregelia sanguinea","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Fabaceae","Neptunia pubescens","-","Sim","Não","Não","2","Não"
"Flora","Angiospermas","Solanaceae","Nicotiana mutabilis","-","Sim","Sim","Não","2","Informação não disponível"
"Flora","Angiospermas","Bromeliaceae","Nidularium atalaiaense","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Bromeliaceae","Nidularium azureum","-","Não","Não","Não","1","Sim"
"Flora","Angiospermas","Bromeliaceae","Nidularium bocainense","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Bromeliaceae","Nidularium corallinum","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Bromeliaceae","Nidularium ferrugineum","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Bromeliaceae","Nidularium itatiaiae","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Bromeliaceae","Nidularium jonesianum","-","Sim","Sim","Não","2","Informação não disponível"
"Flora","Angiospermas","Bromeliaceae","Nidularium kautskyanum","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Bromeliaceae","Nidularium mangaratibense","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Bromeliaceae","Nidularium minutum","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Bromeliaceae","Nidularium organense","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Bromeliaceae","Nidularium rosulatum","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Bromeliaceae","Nidularium serratum","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Bromeliaceae","Nidularium utriculosum","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Solanaceae","Nierembergia pinifolia","-","Sim","Não","Não","2","Informação não disponível"
"Fauna","Invertebrados Terrestres","Riodinidae","Nirodia belphegor","Fadinha","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Orobanchaceae","Nothochilus coccineus","-","Sim","Não","Não","2","Sim"
"Fauna","Peixes Continentais","Rivulidae","Notholebias cruzi","Peixe-anual","Sim","Sim","Não","2","Sim"
"Fauna","Peixes Continentais","Rivulidae","Notholebias fractifasciatus","Peixe-anual","Não","Sim","Não","1","Sim"
"Fauna","Peixes Continentais","Rivulidae","Notholebias minimus","Peixe-anual","Não","Sim","Não","1","Sim"
"Fauna","Peixes Continentais","Rivulidae","Notholebias vermiculatus","Desconhecido","Não","Não","Não","1","Sim"
"Fauna","Aves","Tinamidae","Nothura minor","Codorna-mineira","Sim","Sim","Não","4","Não"
"Flora","Angiospermas","Asteraceae","Noticastrum hatschbachii","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Noticastrum malmei","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Noticastrum psammophilum","-","Sim","Sim","Não","2","Sim"
"Fauna","Peixes Marinhos","Hexanchidae","Notorynchus cepedianus","Cação-bruxa","Sim","Sim","Não","2","Não"
"Flora","Angiospermas","Orchidaceae","Notylia microchila","-","Sim","Não","Não","2","Não"
"Fauna","Invertebrados Terrestres","Sphingidae","Nyceryx mielkei","Mariposa","Não","Não","Não","0","Sim"
"Fauna","Aves","Nyctibiidae","Nyctibius aethereus aethereus","Mãe-da-lua-parda","Sim","Não","Não","3","Não"
"Fauna","Aves","Nyctibiidae","Nyctibius leucopterus","Urutau-de-asa-branca","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Rutaceae","Nycticalanthus speciosus","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Poaceae","Ocellochloa brachystachya","-","Sim","Não","Não","2","Sim"
"Fauna","Invertebrados Terrestres","Ochyroceratidae","Ochyrocera ibitipoca","Desconhecido","Não","Não","Não","0","Sim"
"Flora","Angiospermas","Lauraceae","Ocotea basicordatifolia","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Lauraceae","Ocotea beulahiae","canela-sassafras","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Lauraceae","Ocotea beyrichii","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Lauraceae","Ocotea bragai","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Lauraceae","Ocotea catharinensis","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Lauraceae","Ocotea confertiflora","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Lauraceae","Ocotea cryptocarpa","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Lauraceae","Ocotea felix","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Lauraceae","Ocotea mosenii","canela preta","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Lauraceae","Ocotea odorifera","canela sassafrás","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Lauraceae","Ocotea porosa","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Lauraceae","Ocotea serrana","canelinha","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Lauraceae","Ocotea tabacifolia","-","Sim","Sim","Não","3","Informação não disponível"
"Flora","Angiospermas","Orchidaceae","Octomeria alexandri","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Orchidaceae","Octomeria chamaeleptotes","-","Sim","Sim","Não","3","Não"
"Flora","Angiospermas","Orchidaceae","Octomeria geraensis","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Orchidaceae","Octomeria hatschbachii","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Orchidaceae","Octomeria hoehnei","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Orchidaceae","Octomeria lichenicola","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Orchidaceae","Octomeria truncicola","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Orchidaceae","Octomeria wawrae","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Orchidaceae","Octomeria wilsoniana","-","Sim","Não","Não","2","Sim"
"Fauna","Peixes Continentais","Atherinopsidae","Odontesthes bicudo","Peixe-rei","Não","Não","Não","1","Sim"
"Flora","Angiospermas","Acanthaceae","Odontonema dissitiflorum","-","Sim","Não","Não","2","Sim"
"Fauna","Invertebrados Terrestres","Chelodesmidae","Odontopeltis giganteus","Piolho-de-cobra","Não","Não","Não","0","Sim"
"Fauna","Aves","Odontophoridae","Odontophorus capueira plumbeicollis","Uru","Sim","Não","Não","3","Sim"
"Fauna","Invertebrados Terrestres","Hesperiidae","Olafia roscius iphimedia","Borboleta","Sim","Sim","Não","2","Sim"
"Fauna","Mamíferos","Cricetidae","Oligoryzomys rupestris","Rato-da-árvore","Sim","Não","Não","3","Sim"
"Fauna","Invertebrados Terrestres","Theraphosidae","Oligoxystre diamantinensis","Aranha-caranguejeira","Sim","Não","Não","1","Sim"
"Fauna","Invertebrados Aquáticos","Olividae","Olivancillaria contortuplicata","Desconhecido","Não","Não","Não","1","Não"
"Fauna","Invertebrados Aquáticos","Olividae","Olivancillaria teaguei","Desconhecido","Não","Não","Não","1","Não"
"Flora","Angiospermas","Poaceae","Olyra latispicula","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Lamiaceae","Oocephalus piranii","-","Sim","Sim","Não","2","Sim"
"Fauna","Peixes Marinhos","Ophidiidae","Ophidion holbrookii","Falso-congro-rosa","Sim","Não","Não","2","Não"
"Fauna","Peixes Continentais","Rivulidae","Ophthalmolebias bokermanni","Peixe-anual","Não","Sim","Não","1","Sim"
"Fauna","Peixes Continentais","Rivulidae","Ophthalmolebias constanciae","Peixe-anual","Sim","Sim","Não","2","Sim"
"Fauna","Peixes Continentais","Rivulidae","Ophthalmolebias ilheusensis","Desconhecido","Sim","Não","Não","2","Sim"
"Fauna","Peixes Continentais","Rivulidae","Ophthalmolebias perpendicularis","Peixe-anual","Não","Sim","Não","1","Sim"
"Fauna","Peixes Continentais","Rivulidae","Ophthalmolebias rosaceus","Peixe-anual","Não","Sim","Não","1","Sim"
"Fauna","Peixes Continentais","Rivulidae","Ophthalmolebias suzarti","Peixe-anual","Não","Não","Não","1","Sim"
"Fauna","Invertebrados Aquáticos","Oreasteridae","Oreaster reticulatus","Estrela-do-mar","Sim","Sim","Não","2","Não"
"Fauna","Invertebrados Terrestres","Nymphalidae","Orobrassolis ornamentalis","Borboleta","Sim","Sim","Não","2","Sim"
"Fauna","Aves","Cracidae","Ortalis guttata remota","Aracuã","Não","Não","Não","0","Sim"
"Flora","Angiospermas","Bromeliaceae","Orthophytum amoenum","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Bromeliaceae","Orthophytum duartei","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Bromeliaceae","Orthophytum foliosum","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Bromeliaceae","Orthophytum fosterianum","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Bromeliaceae","Orthophytum grossiorum","-","Não","Não","Não","1","Sim"
"Flora","Angiospermas","Bromeliaceae","Orthophytum humile","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Bromeliaceae","Orthophytum magalhaesii","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Bromeliaceae","Orthophytum zanonii","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Melastomataceae","Ossaea warmingiana","-","Sim","Sim","Não","3","Sim"
"Fauna","Peixes Continentais","Characidae","Ossubtus xinguense","Pacu-capivara","Sim","Sim","Sim","2","Sim"
"Fauna","Peixes Continentais","Loricariidae","Otothyris juquiae","Cascudinho-anão","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Ochnaceae","Ouratea hatschbachii","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Oxalidaceae","Oxalis arachnoidea","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Oxalidaceae","Oxalis bela-vitoriae","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Oxalidaceae","Oxalis blackii","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Oxalidaceae","Oxalis clausenii","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Oxalidaceae","Oxalis diamantinae","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Oxalidaceae","Oxalis doceana","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Oxalidaceae","Oxalis hyalotricha","brusquilla; tacuarembó","Sim","Não","Não","2","Não"
"Flora","Angiospermas","Oxalidaceae","Oxalis impatiens","-","Não","Não","Não","1","Sim"
"Flora","Angiospermas","Oxalidaceae","Oxalis kuhlmannii","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Oxalidaceae","Oxalis mandioccana","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Oxalidaceae","Oxalis paranaensis","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Oxalidaceae","Oxalis praetexta","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Apocynaceae","Oxypetalum dusenii","-","Sim","Não","Não","2","Informação não disponível"
"Flora","Angiospermas","Apocynaceae","Oxypetalum ekblomii","-","Sim","Sim","Não","2","Informação não disponível"
"Flora","Angiospermas","Apocynaceae","Oxypetalum glaziovii","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Apocynaceae","Oxypetalum leonii","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Apocynaceae","Oxypetalum mexiae","-","Não","Não","Não","1","Sim"
"Fauna","Mamíferos","Cervidae","Ozotoceros bezoarticus bezoarticus","Veado-campeiro","Sim","Sim","Não","3","Não"
"Fauna","Mamíferos","Cervidae","Ozotoceros bezoarticus leucogaster","Veado-campeiro","Sim","Sim","Não","4","Não"
"Flora","Angiospermas","Orchidaceae","Pabstia jugosa","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Orchidaceae","Pabstia schunkiana","-","Não","Não","Não","2","Sim"
"Flora","Angiospermas","Orchidaceae","Pabstiella bacillaris","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Orchidaceae","Pabstiella carinifera","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Orchidaceae","Pabstiella castellensis","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Orchidaceae","Pabstiella conspersa","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Orchidaceae","Pabstiella garayi","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Orchidaceae","Pabstiella lingua","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Orchidaceae","Pabstiella ruschii","-","Sim","Não","Não","2","Sim"
"Fauna","Invertebrados Terrestres","Gonyleptidae","Pachylospeleus strinatii","Opilião","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Eriocaulaceae","Paepalanthus ater","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Eriocaulaceae","Paepalanthus hydra","Capipoatinga","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Rubiaceae","Pagamea harleyi","-","Sim","Não","Não","2","Sim"
"Flora","Pteridófitas","Lycopodiaceae","Palhinhaea bradei","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Gesneriaceae","Paliavana werdermannii","-","Sim","Sim","Não","2","Sim"
