"Grupao","Grupo","Familia","Especie","NomeComum","Bioma"
"Fauna","Peixes Continentais","Crenuchidae","Characidium oiticicai","Canivete ","Mata Atlântica"
"Fauna","Peixes Continentais","Crenuchidae","Characidium vestigipinne","Desconhecido","Mata Atlântica"
"Fauna","Aves","Charadriidae","Charadrius wilsonia","Batuíra-bicuda","Amazônia"
"Fauna","Aves","Charadriidae","Charadrius wilsonia","Batuíra-bicuda","Caatinga"
"Fauna","Aves","Charadriidae","Charadrius wilsonia","Batuíra-bicuda","Mata Atlântica"
"Fauna","Invertebrados Terrestres","Charinidae","Charinus acaraje","Aranha-chicote","Mata Atlântica"
"Fauna","Invertebrados Terrestres","Charinidae","Charinus asturius","Aranha-chicote","Mata Atlântica"
"Fauna","Invertebrados Terrestres","Charinidae","Charinus eleonorae","Aranha-chicote","Caatinga"
"Fauna","Invertebrados Terrestres","Charinidae","Charinus eleonorae","Aranha-chicote","Cerrado"
"Fauna","Invertebrados Terrestres","Charinidae","Charinus potiguar","Aranha-chicote","Caatinga"
"Fauna","Invertebrados Terrestres","Charinidae","Charinus potiguar","Aranha-chicote","Mata Atlântica"
"Fauna","Invertebrados Terrestres","Charinidae","Charinus troglobius","Aranha-chicote","Cerrado"
"Fauna","Invertebrados Terrestres","Pieridae","Charonias theano","Borboleta","Cerrado"
"Fauna","Invertebrados Terrestres","Pieridae","Charonias theano","Borboleta","Mata Atlântica"
"Flora","Angiospermas","Poaceae","Chascolytrum brasiliense","-","Mata Atlântica"
"Flora","Angiospermas","Poaceae","Chascolytrum bulbosum","-","Pampa"
"Flora","Angiospermas","Poaceae","Chascolytrum itatiaiae","-","Mata Atlântica"
"Flora","Angiospermas","Poaceae","Chascolytrum parodianum","-","Pampa"
"Flora","Angiospermas","Poaceae","Chascolytrum scabrum","-","Mata Atlântica"
"Fauna","Peixes Continentais","Heptapteridae","Chasmocranus brachynema","Bagrinho","Caatinga"
"Fauna","Peixes Continentais","Heptapteridae","Chasmocranus brachynema","Bagrinho","Cerrado"
"Flora","Pteridófitas","Pteridaceae","Cheilanthes incisa","-","Mata Atlântica"
"Flora","Pteridófitas","Pteridaceae","Cheilanthes juergensii","-","Mata Atlântica"
"Flora","Pteridófitas","Pteridaceae","Cheilanthes regnelliana","-","Mata Atlântica"
"Fauna","Répteis","Cheloniidae","Chelonia mydas","Tartaruga-verde","Marinho"
"Fauna","Anfíbios","Microhylidae","Chiasmocleis alagoanus","Desconhecido","Mata Atlântica"
"Flora","Angiospermas","Oleaceae","Chionanthus fluminensis","-","Mata Atlântica"
"Flora","Angiospermas","Oleaceae","Chionanthus subsessilis","-","Cerrado"
"Flora","Angiospermas","Oleaceae","Chionanthus subsessilis","-","Mata Atlântica"
"Flora","Angiospermas","Oleaceae","Chionanthus tenuis","-","Mata Atlântica"
"Flora","Angiospermas","Asteraceae","Chionolaena lychnophorioides","-","Cerrado"
"Flora","Angiospermas","Euphorbiaceae","Chiropetalum foliosum","-","Mata Atlântica"
"Flora","Angiospermas","Euphorbiaceae","Chiropetalum foliosum","-","Pampa"
"Flora","Angiospermas","Euphorbiaceae","Chiropetalum gymnadenium","-","Mata Atlântica"
"Fauna","Mamíferos","Pitheciidae","Chiropotes satanas","Cuxiú-preto","Amazônia"
"Fauna","Mamíferos","Pitheciidae","Chiropotes utahicki","Cuxiú","Amazônia"
"Flora","Angiospermas","Orchidaceae","Chloraea membranacea","-","Mata Atlântica"
"Flora","Angiospermas","Orchidaceae","Chloraea membranacea","-","Pampa"
"Flora","Angiospermas","Rubiaceae","Chomelia modesta","-","Mata Atlântica"
"Fauna","Peixes Marinhos","Serranidae","Choranthias salmopunctatus","Canário-do-mar","Marinho"
"Flora","Angiospermas","Asteraceae","Chresta souzae","-","Cerrado"
"Flora","Angiospermas","Asteraceae","Chromolaena angusticeps","-","Mata Atlântica"
"Flora","Angiospermas","Asteraceae","Chromolaena arrayana","-","Cerrado"
"Flora","Angiospermas","Asteraceae","Chromolaena costatipes","-","Cerrado"
"Flora","Angiospermas","Asteraceae","Chromolaena rhinanthacea","-","Mata Atlântica"
"Flora","Angiospermas","Asteraceae","Chronopappus bifrons","-","Cerrado"
"Flora","Briófitas","Dithrichaceae","Chrysoblastella chilensis","-","Mata Atlântica"
"Fauna","Mamíferos","Canidae","Chrysocyon brachyurus","Lobo-guará","Cerrado"
"Fauna","Mamíferos","Canidae","Chrysocyon brachyurus","Lobo-guará","Mata Atlântica"
"Fauna","Mamíferos","Canidae","Chrysocyon brachyurus","Lobo-guará","Pampa"
"Fauna","Mamíferos","Canidae","Chrysocyon brachyurus","Lobo-guará","Pantanal"
"Flora","Angiospermas","Asteraceae","Chrysolaena nicolackii","-","Cerrado"
"Flora","Angiospermas","Sapotaceae","Chrysophyllum imperiale","guapeba; marmeleiro-do-mato","Mata Atlântica"
"Flora","Angiospermas","Sapotaceae","Chrysophyllum januariense","-","Mata Atlântica"
"Flora","Angiospermas","Poaceae","Chusquea attenuata","-","Mata Atlântica"
"Flora","Angiospermas","Poaceae","Chusquea baculifera","-","Mata Atlântica"
"Flora","Angiospermas","Poaceae","Chusquea erecta","-","Mata Atlântica"
"Flora","Angiospermas","Poaceae","Chusquea heterophylla","-","Mata Atlântica"
"Flora","Angiospermas","Poaceae","Chusquea pulchella","-","Mata Atlântica"
"Flora","Angiospermas","Poaceae","Chusquea tenuiglumis","-","Cerrado"
"Flora","Angiospermas","Poaceae","Chusquea tenuiglumis","-","Mata Atlântica"
"Fauna","Aves","Turdidae","Cichlopsis leucogenys","Sabiá-castanho","Mata Atlântica"
"Fauna","Aves","Furnariidae","Cinclodes espinhacensis","pedreiro-do-espinhaço","Cerrado"
"Fauna","Aves","Furnariidae","Cinclodes espinhacensis","pedreiro-do-espinhaço","Mata Atlântica"
"Flora","Angiospermas","Lauraceae","Cinnamomum erythropus","-","Cerrado"
"Flora","Angiospermas","Lauraceae","Cinnamomum hatschbachii","-","Mata Atlântica"
"Flora","Angiospermas","Lauraceae","Cinnamomum quadrangulum","-","Cerrado"
"Flora","Angiospermas","Cactaceae","Cipocereus bradei","Quiabo-da-lapa","Cerrado"
"Flora","Angiospermas","Cactaceae","Cipocereus crassisepalus","-","Cerrado"
"Flora","Angiospermas","Cactaceae","Cipocereus laniflorus","-","Mata Atlântica"
"Flora","Angiospermas","Cactaceae","Cipocereus minensis","Rabo-de-raposa, Quiabo-da-lapa, Quiabo-do-inferno","Cerrado"
"Flora","Angiospermas","Cactaceae","Cipocereus minensis","Rabo-de-raposa, Quiabo-da-lapa, Quiabo-do-inferno","Mata Atlântica"
"Flora","Angiospermas","Cactaceae","Cipocereus pusilliflorus","-","Caatinga"
"Flora","Angiospermas","Cactaceae","Cipocereus pusilliflorus","-","Cerrado"
"Fauna","Aves","Accipitridae","Circus cinereus","Gavião-cinza","Pampa"
"Flora","Angiospermas","Orchidaceae","Cirrhaea fuscolutea","-","Mata Atlântica"
"Flora","Angiospermas","Orchidaceae","Cirrhaea loddigesii","-","Mata Atlântica"
"Flora","Angiospermas","Orchidaceae","Cirrhaea longiracemosa","-","Mata Atlântica"
"Flora","Angiospermas","Vitaceae","Cissus apendiculata","-","Amazônia"
"Flora","Angiospermas","Vitaceae","Cissus apendiculata","-","Cerrado"
"Flora","Angiospermas","Vitaceae","Cissus inundata","-","Cerrado"
"Flora","Angiospermas","Verbenaceae","Citharexylum obtusifolium","-","Mata Atlântica"
"Fauna","Aves","Columbidae","Claravis geoffroyi","Pararu-espelho","Cerrado"
"Fauna","Aves","Columbidae","Claravis geoffroyi","Pararu-espelho","Mata Atlântica"
"Flora","Angiospermas","Orchidaceae","Cleistes aphylla","-","Cerrado"
"Flora","Angiospermas","Clusiaceae","Clusia aemygdioi","-","Mata Atlântica"
"Fauna","Peixes Continentais","Poeciliidae","Cnesterodon carnegiei","Barrigudinho ","Mata Atlântica"
"Fauna","Peixes Continentais","Poeciliidae","Cnesterodon hypselurus","Barrigudinho ","Mata Atlântica"
"Fauna","Peixes Continentais","Poeciliidae","Cnesterodon iguape","Guarú-de-apiaí","Mata Atlântica"
"Fauna","Peixes Continentais","Poeciliidae","Cnesterodon omorgmatos","Barrigudinho","Mata Atlântica"
"Fauna","Invertebrados Terrestres","Carabidae","Coarazuphium bezerra","Besouro","Cerrado"
"Fauna","Invertebrados Terrestres","Carabidae","Coarazuphium caatinga","Besouro","Caatinga"
"Fauna","Invertebrados Terrestres","Carabidae","Coarazuphium cessaima","Besouro","Caatinga"
"Fauna","Invertebrados Terrestres","Carabidae","Coarazuphium formoso","Besouro","Caatinga"
"Fauna","Invertebrados Terrestres","Carabidae","Coarazuphium pains","Besouro","Cerrado"
"Fauna","Invertebrados Terrestres","Carabidae","Coarazuphium ricardoi","Besouro","Mata Atlântica"
"Fauna","Invertebrados Terrestres","Carabidae","Coarazuphium tapiaguassu","Besouro","Amazônia"
"Fauna","Invertebrados Terrestres","Carabidae","Coarazuphium tessai","Besouro","Cerrado"
"Flora","Angiospermas","Gesneriaceae","Codonanthe carnosa","-","Mata Atlântica"
"Flora","Angiospermas","Gesneriaceae","Codonanthe venosa","-","Mata Atlântica"
"Flora","Angiospermas","Orchidaceae","Codonorchis canisioi","-","Pampa"
"Fauna","Mamíferos","Erethizontidae","Coendou speratus","Coandu-mirim","Mata Atlântica"
"Flora","Angiospermas","Poaceae","Colanthelia macrostachya","-","Mata Atlântica"
"Flora","Angiospermas","Cactaceae","Coleocephalocereus buxbaumianus subsp. flavisetus","-","Mata Atlântica"
"Flora","Angiospermas","Cactaceae","Coleocephalocereus purpureus","-","Caatinga"
"Fauna","Répteis","Sphaerodactylidae","Coleodactylus natalensis","Lagarto-de-folhiço","Caatinga"
"Fauna","Répteis","Sphaerodactylidae","Coleodactylus natalensis","Lagarto-de-folhiço","Mata Atlântica"
"Flora","Angiospermas","Rhamnaceae","Colletia exserta","Coroa de Cristo; Quina; Quina-cruzeiro; Quina de Porto Alegre","Mata Atlântica"
"Flora","Angiospermas","Rhamnaceae","Colletia exserta","Coroa de Cristo; Quina; Quina-cruzeiro; Quina de Porto Alegre","Pampa"
"Flora","Angiospermas","Rhamnaceae","Colletia paradoxa","Cruzeiro; Cura-manoel; Curo Curro; Quina do campo","Mata Atlântica"
"Flora","Angiospermas","Rhamnaceae","Colletia paradoxa","Cruzeiro; Cura-manoel; Curo Curro; Quina do campo","Pampa"
"Fauna","Répteis","Gymnophthalmidae","Colobodactylus dalcyanus","Lagartinho-do-folhedo","Mata Atlântica"
"Flora","Angiospermas","Asteraceae","Cololobus longiangustatus","-","Mata Atlântica"
"Flora","Angiospermas","Asteraceae","Cololobus rupestris","-","Mata Atlântica"
"Fauna","Aves","Columbidae","Columbina cyanopis","Rolinha-do-planalto","Cerrado"
"Flora","Angiospermas","Eriocaulaceae","Comanthera bahiensis","-","Caatinga"
"Flora","Angiospermas","Eriocaulaceae","Comanthera bahiensis","-","Cerrado"
"Flora","Angiospermas","Eriocaulaceae","Comanthera brasiliana","-","Cerrado"
"Flora","Angiospermas","Eriocaulaceae","Comanthera elegans","-","Cerrado"
"Flora","Angiospermas","Eriocaulaceae","Comanthera harleyi","-","Cerrado"
"Flora","Angiospermas","Eriocaulaceae","Comanthera harleyi","-","Caatinga"
"Flora","Angiospermas","Eriocaulaceae","Comanthera mucugensis","Sempre-viva de Mucugê","Caatinga"
"Flora","Angiospermas","Eriocaulaceae","Comanthera mucugensis","Sempre-viva de Mucugê","Cerrado"
"Flora","Angiospermas","Combretaceae","Combretum rupicola","-","Mata Atlântica"
"Flora","Angiospermas","Rutaceae","Conchocarpus bellus","-","Mata Atlântica"
"Flora","Angiospermas","Rutaceae","Conchocarpus cauliflorus","-","Mata Atlântica"
"Flora","Angiospermas","Rutaceae","Conchocarpus marginatus","-","Mata Atlântica"
"Flora","Angiospermas","Rhamnaceae","Condalia buxifolia","Coronilha; Folha-de-buxo","Mata Atlântica"
"Flora","Angiospermas","Rhamnaceae","Condalia buxifolia","Coronilha; Folha-de-buxo","Pampa"
"Fauna","Invertebrados Aquáticos","Actiniidae","Condylactis gigantea","Anêmona-gigante","Marinho"
"Fauna","Aves","Conopophagidae","Conopophaga lineata cearae","Chupa-dente","Caatinga"
"Fauna","Aves","Conopophagidae","Conopophaga lineata cearae","Chupa-dente","Mata Atlântica"
"Fauna","Aves","Conopophagidae","Conopophaga lineata lineata","Chupa-dente","Mata Atlântica"
"Fauna","Aves","Conopophagidae","Conopophaga melanops nigrifrons","Cuspidor-de-máscara-preta","Mata Atlântica"
"Fauna","Peixes Continentais","Pimelodidae","Conorhynchos conirostris","Pirá-tamanduá","Cerrado"
"Fauna","Aves","Thraupidae","Conothraupis mesoleuca","Tiê-bicudo","Amazônia"
"Fauna","Aves","Thraupidae","Conothraupis mesoleuca","Tiê-bicudo","Cerrado"
"Flora","Angiospermas","Orchidaceae","Constantia cipoensis","-","Cerrado"
"Fauna","Répteis","Teiidae","Contomastix vacariensis","Lagartixa-pintada, Lagartinho-pintado e Lagartinho-de-Vacaria","Mata Atlântica"
"Fauna","Invertebrados Terrestres","Dytiscidae","Copelatus cessaima","Besouro-mergulhador, Besouro d'água","Amazônia"
"Flora","Angiospermas","Orchidaceae","Coppensia macronyx","-","Mata Atlântica"
"Flora","Angiospermas","Orchidaceae","Coppensia majevskyi","-","Mata Atlântica"
"Fauna","Peixes Continentais","Characidae","Coptobrycon bilineatus","Piquira-de-duas-listras","Mata Atlântica"
"Fauna","Répteis","Boidae","Corallus cropanii","Jibóia-amarela","Mata Atlântica"
"Fauna","Peixes Continentais","Loricariidae","Corumbataia britskii","Cascudinho","Cerrado"
"Fauna","Invertebrados Aquáticos","Metaniidae","Corvomeyenia epilithosa","Esponja","Mata Atlântica"
"Fauna","Peixes Continentais","Callichthyidae","Corydoras lacerdai","Desconhecido","Mata Atlântica"
"Fauna","Aves","Thraupidae","Coryphaspiza melanotis","Tico-tico-de-máscara-negra","Amazônia"
"Fauna","Aves","Thraupidae","Coryphaspiza melanotis","Tico-tico-de-máscara-negra","Cerrado"
"Fauna","Aves","Thraupidae","Coryphaspiza melanotis","Tico-tico-de-máscara-negra","Pantanal"
"Fauna","Aves","Furnariidae","Coryphistera alaudina","Corredor-crestudo","Pampa"
"Fauna","Invertebrados Aquáticos","Asteriidae","Coscinasterias tenuispina","Estrela-do-mar","Marinho"
"Fauna","Aves","Cotingidae","Cotinga maculata","Crejoá","Mata Atlântica"
"Flora","Angiospermas","Chrysobalanaceae","Couepia belemii","milho torrado","Mata Atlântica"
"Flora","Angiospermas","Chrysobalanaceae","Couepia carautae","milho torrado","Mata Atlântica"
"Flora","Angiospermas","Chrysobalanaceae","Couepia joaquinae","-","Amazônia"
"Flora","Angiospermas","Chrysobalanaceae","Couepia leitaofilhoi","-","Mata Atlântica"
"Flora","Angiospermas","Chrysobalanaceae","Couepia meridionalis","-","Mata Atlântica"
"Flora","Angiospermas","Chrysobalanaceae","Couepia schottii","oiti boi; milho torrado da folha larga","Mata Atlântica"
"Flora","Angiospermas","Lecythidaceae","Couratari asterotricha","-","Mata Atlântica"
"Flora","Angiospermas","Lecythidaceae","Couratari pyramidata","-","Mata Atlântica"
"Flora","Angiospermas","Rubiaceae","Coussarea bocainae","-","Mata Atlântica"
"Fauna","Aves","Furnariidae","Cranioleuca muelleri","João-escamoso","Amazônia"
"Flora","Angiospermas","Crassulaceae","Crassula peduncularis","-","Pampa"
"Fauna","Aves","Cracidae","Crax blumenbachii","Mutum-de-bico-vermelho","Cerrado"
"Fauna","Aves","Cracidae","Crax blumenbachii","Mutum-de-bico-vermelho","Mata Atlântica"
"Fauna","Aves","Cracidae","Crax fasciolata pinima","Mutum-pinima","Amazônia"
"Fauna","Aves","Cracidae","Crax globulosa","Mutum-de-fava","Amazônia"
"Fauna","Peixes Continentais","Characidae","Creagrutus varii","Lambari ","Cerrado"
"Fauna","Peixes Continentais","Cichlidae","Crenicichla cyclostoma","Desconhecido","Amazônia"
"Fauna","Peixes Continentais","Cichlidae","Crenicichla cyclostoma","Desconhecido","Cerrado"
"Fauna","Peixes Continentais","Cichlidae","Crenicichla empheres","Joana","Mata Atlântica"
"Fauna","Peixes Continentais","Cichlidae","Crenicichla hadrostigma","Joana","Mata Atlântica"
"Fauna","Peixes Continentais","Cichlidae","Crenicichla heckeli","Desconhecido","Amazônia"
"Fauna","Peixes Continentais","Cichlidae","Crenicichla jegui","Jacundá","Amazônia"
"Fauna","Peixes Continentais","Cichlidae","Crenicichla jegui","Jacundá","Cerrado"
"Fauna","Peixes Continentais","Cichlidae","Crenicichla jupiaensis","Joaninha","Cerrado"
"Fauna","Peixes Continentais","Cichlidae","Crenicichla jupiaensis","Joaninha","Mata Atlântica"
"Fauna","Peixes Continentais","Cichlidae","Crenicichla urosema","Sabãozinho","Amazônia"
"Fauna","Anfíbios","Hylodidae","Crossodactylus dantei","Desconhecido","Mata Atlântica"
"Fauna","Anfíbios","Hylodidae","Crossodactylus lutzorum","Desconhecido","Mata Atlântica"
"Flora","Angiospermas","Euphorbiaceae","Croton leptobotryus","-","Cerrado"
"Flora","Angiospermas","Bromeliaceae","Cryptanthus burle-marxii","-","Mata Atlântica"
"Flora","Angiospermas","Bromeliaceae","Cryptanthus capitatus","-","Mata Atlântica"
"Flora","Angiospermas","Bromeliaceae","Cryptanthus caracensis","-","Cerrado"
"Flora","Angiospermas","Bromeliaceae","Cryptanthus caulescens","-","Mata Atlântica"
"Flora","Angiospermas","Bromeliaceae","Cryptanthus coriaceus","-","Mata Atlântica"
"Flora","Angiospermas","Bromeliaceae","Cryptanthus dorothyae","-","Mata Atlântica"
"Flora","Angiospermas","Bromeliaceae","Cryptanthus exaltatus","-","Mata Atlântica"
"Flora","Angiospermas","Bromeliaceae","Cryptanthus fernseeoides","-","Mata Atlântica"
"Flora","Angiospermas","Bromeliaceae","Cryptanthus fosterianus","-","Mata Atlântica"
"Flora","Angiospermas","Bromeliaceae","Cryptanthus glazioui","-","Cerrado"
"Flora","Angiospermas","Bromeliaceae","Cryptanthus maritimus","-","Mata Atlântica"
"Flora","Angiospermas","Bromeliaceae","Cryptanthus minarum","-","Cerrado"
"Flora","Angiospermas","Bromeliaceae","Cryptanthus odoratissimus","-","Mata Atlântica"
"Flora","Angiospermas","Bromeliaceae","Cryptanthus pseudoscaposus","-","Mata Atlântica"
"Flora","Angiospermas","Bromeliaceae","Cryptanthus roberto-kautskyi","-","Mata Atlântica"
"Flora","Angiospermas","Bromeliaceae","Cryptanthus scaposus","-","Mata Atlântica"
"Flora","Angiospermas","Bromeliaceae","Cryptanthus whitmanii","-","Mata Atlântica"
"Flora","Angiospermas","Bromeliaceae","Cryptanthus zonatus","-","Mata Atlântica"
"Fauna","Invertebrados Terrestres","Cryptopidae","Cryptops (Cryptops) spelaeoraptor","Lacraia, centopeia","Caatinga"
"Fauna","Invertebrados Terrestres","Cryptopidae","Cryptops (Trigonocryptops) iporangensis","Lacraia, centopeia","Mata Atlântica"
"Fauna","Aves","Tinamidae","Crypturellus noctivagus noctivagus","Jaó-do-sul","Mata Atlântica"
"Fauna","Aves","Tinamidae","Crypturellus noctivagus zabele","Zabelê ","Caatinga"
"Fauna","Aves","Tinamidae","Crypturellus noctivagus zabele","Zabelê ","Cerrado"
"Fauna","Mamíferos","Ctenomyidae","Ctenomys bicolor","Tuco-tuco","Amazônia"
"Fauna","Mamíferos","Ctenomyidae","Ctenomys flamarioni","Tuco-tuco","Pampa"
"Fauna","Mamíferos","Ctenomyidae","Ctenomys lami","Tuco-tuco","Pampa"
"Fauna","Mamíferos","Ctenomyidae","Ctenomys minutus","Tuco-tuco","Pampa"
"Fauna","Invertebrados Terrestres","Pieridae","Cunizza hirlanda fulvinota","Borboleta","Mata Atlântica"
"Fauna","Invertebrados Terrestres","Pieridae","Cunizza hirlanda planasia","Borboleta","Cerrado"
"Flora","Angiospermas","Sapindaceae","Cupania concolor","-","Mata Atlântica"
"Flora","Angiospermas","Sapindaceae","Cupania furfuracea","-","Mata Atlântica"
"Flora","Angiospermas","Lythraceae","Cuphea adenophylla","-","Cerrado"
"Flora","Angiospermas","Lythraceae","Cuphea arenarioides","-","Cerrado"
"Flora","Angiospermas","Lythraceae","Cuphea arenarioides","-","Mata Atlântica"
"Flora","Angiospermas","Lythraceae","Cuphea bahiensis","-","Caatinga"
"Flora","Angiospermas","Lythraceae","Cuphea bahiensis","-","Cerrado"
"Flora","Angiospermas","Lythraceae","Cuphea cipoensis","-","Cerrado"
"Flora","Angiospermas","Lythraceae","Cuphea cuiabensis","-","Cerrado"
"Flora","Angiospermas","Lythraceae","Cuphea glaziovii","-","Mata Atlântica"
"Flora","Angiospermas","Lythraceae","Cuphea lindmaniana","-","Mata Atlântica"
"Flora","Angiospermas","Lythraceae","Cuphea rubro-virens","-","Cerrado"
"Flora","Angiospermas","Lythraceae","Cuphea teleandra","-","Cerrado"
"Fauna","Aves","Icteridae","Curaeus forbesi","Anumará","Cerrado"
"Fauna","Aves","Icteridae","Curaeus forbesi","Anumará","Mata Atlântica"
"Flora","Angiospermas","Lamiaceae","Cyanocephalus apertiflorus","-","Mata Atlântica"
"Flora","Angiospermas","Lamiaceae","Cyanocephalus caprariifolius","-","Cerrado"
"Flora","Angiospermas","Lamiaceae","Cyanocephalus delicatulus","-","Caatinga"
"Flora","Angiospermas","Lamiaceae","Cyanocephalus digitatus","-","Cerrado"
"Flora","Angiospermas","Lamiaceae","Cyanocephalus tagetifolius","-","Cerrado"
"Flora","Angiospermas","Lamiaceae","Cyanocephalus viaticus","-","Caatinga"
"Fauna","Aves","Corvidae","Cyanocorax hafferi","Cancão-da-campina","Amazônia"
"Fauna","Aves","Psittacidae","Cyanopsitta spixii","Ararinha-azul","Caatinga"
"Flora","Angiospermas","Orchidaceae","Cyclopogon dutrae","-","Mata Atlântica"
"Fauna","Anfíbios","Cycloramphidae","Cycloramphus diringshofeni","Desconhecido","Mata Atlântica"
"Fauna","Anfíbios","Cycloramphidae","Cycloramphus faustoi","Desconhecido","Mata Atlântica"
"Fauna","Anfíbios","Cycloramphidae","Cycloramphus ohausi","Desconhecido","Mata Atlântica"
"Flora","Angiospermas","Orchidaceae","Cycnoches pentadactylum","-","Amazônia"
"Flora","Angiospermas","Orchidaceae","Cycnoches pentadactylum","-","Cerrado"
"Flora","Angiospermas","Orchidaceae","Cycnoches pentadactylum","-","Mata Atlântica"
"Fauna","Peixes Continentais","Rivulidae","Cynolebias griseus","Peixe-da-chuva","Cerrado"
"Fauna","Peixes Continentais","Rivulidae","Cynolebias leptocephalus","Desconhecido","Caatinga"
"Fauna","Peixes Continentais","Rivulidae","Cynolebias leptocephalus","Desconhecido","Cerrado"
"Fauna","Peixes Continentais","Rivulidae","Cynopoecilus fulgens","Peixe-anual","Pampa"
"Fauna","Peixes Continentais","Rivulidae","Cynopoecilus intimus","Peixe-anual","Pampa"
"Fauna","Peixes Continentais","Rivulidae","Cynopoecilus multipapillatus","Peixe-anual","Pampa"
"Flora","Angiospermas","Cyperaceae","Cyperus atlanticus","-","Mata Atlântica"
"Flora","Angiospermas","Orchidaceae","Cyrtopodium caiapoense","-","Cerrado"
"Flora","Angiospermas","Orchidaceae","Cyrtopodium hatschbachii","-","Cerrado"
"Flora","Angiospermas","Orchidaceae","Cyrtopodium hatschbachii","-","Mata Atlântica"
"Flora","Angiospermas","Orchidaceae","Cyrtopodium lamellaticallosum","-","Cerrado"
"Flora","Angiospermas","Orchidaceae","Cyrtopodium latifolium","-","Cerrado"
"Flora","Angiospermas","Orchidaceae","Cyrtopodium linearifolium","-","Cerrado"
"Flora","Angiospermas","Orchidaceae","Cyrtopodium lissochiloides","-","Cerrado"
"Flora","Angiospermas","Orchidaceae","Cyrtopodium lissochiloides","-","Mata Atlântica"
"Flora","Angiospermas","Orchidaceae","Cyrtopodium palmifrons","-","Cerrado"
"Flora","Angiospermas","Orchidaceae","Cyrtopodium palmifrons","-","Mata Atlântica"
"Flora","Angiospermas","Orchidaceae","Cyrtopodium poecilum var. roseum","-","Cerrado"
"Flora","Angiospermas","Orchidaceae","Cyrtopodium triste","-","Cerrado"
"Flora","Angiospermas","Burseraceae","Dacryodes edilsonii","breu; breu mescla","Amazônia"
"Fauna","Répteis","Dactyloidae","Dactyloa nasofrontalis","Papa-vento, Calanguinho","Mata Atlântica"
"Fauna","Répteis","Dactyloidae","Dactyloa pseudotigrina","Papa-vento, Calanguinho","Mata Atlântica"
"Flora","Angiospermas","Fabaceae","Dalbergia elegans","-","Mata Atlântica"
"Flora","Angiospermas","Fabaceae","Dalbergia nigra","Jacarandá-da-Bahia; Jacarandá-caviuna","Mata Atlântica"
"Flora","Angiospermas","Euphorbiaceae","Dalechampia purpurata","-","Caatinga"
"Flora","Angiospermas","Euphorbiaceae","Dalechampia riparia","-","Mata Atlântica"
"Flora","Angiospermas","Poaceae","Danthonia cirrata","-","Mata Atlântica"
"Flora","Angiospermas","Poaceae","Danthonia cirrata","-","Pampa"
"Fauna","Peixes Marinhos","Dasyatidae","Dasyatis centroura","Raia-prego-de-cauda-áspera","Marinho"
"Fauna","Peixes Marinhos","Dasyatidae","Dasyatis colarensis","Raia","Marinho"
"Fauna","Invertebrados Terrestres","Nymphalidae","Dasyophthalma geraensis","Borboleta","Mata Atlântica"
"Fauna","Invertebrados Terrestres","Nymphalidae","Dasyophthalma rusina delanira","Borboleta","Mata Atlântica"
"Fauna","Invertebrados Terrestres","Nymphalidae","Dasyophthalma vertebralis","Borboleta","Mata Atlântica"
"Flora","Angiospermas","Dilleniaceae","Davilla glaziovii","-","Mata Atlântica"
"Flora","Angiospermas","Dilleniaceae","Davilla macrocarpa","-","Mata Atlântica"
"Fauna","Peixes Continentais","Loricariidae","Delturus parahybae","Cascudo","Mata Atlântica"
"Fauna","Aves","Dendrocolaptidae","Dendrexetastes rufigula paraensis","Arapaçu-canela-de-belém","Amazônia"
"Fauna","Aves","Dendrocolaptidae","Dendrocincla merula badia","Arapaçu-da-taoca","Amazônia"
"Fauna","Aves","Dendrocolaptidae","Dendrocincla taunayi","Arapaçu-pardo-do-nordeste","Mata Atlântica"
"Fauna","Aves","Dendrocolaptidae","Dendrocolaptes medius","Arapaçu-barrado-do-leste","Amazônia"
"Fauna","Aves","Dendrocolaptidae","Dendrocolaptes medius","Arapaçu-barrado-do-leste","Cerrado"
"Fauna","Aves","Dendrocolaptidae","Dendrocolaptes medius","Arapaçu-barrado-do-leste","Mata Atlântica"
"Fauna","Aves","Dendrocolaptidae","Dendrocolaptes picumnus transfasciatus","Arapaçu-meio-barrado","Amazônia"
"Fauna","Aves","Dendrocolaptidae","Dendrocolaptes retentus","Arapaçu-barrado-do-xingu","Amazônia"
"Flora","Angiospermas","Asteraceae","Dendrophorbium catharinense","-","Mata Atlântica"
"Flora","Angiospermas","Asteraceae","Dendrophorbium paranense","-","Mata Atlântica"
"Fauna","Répteis","Dermochelydae","Dermochelys coriacea","Tartaruga-de-couro","Marinho"
"Flora","Angiospermas","Poaceae","Deschampsia caespitosa","-","Mata Atlântica"
"Flora","Angiospermas","Fabaceae","Desmodium craspediferum","-","Mata Atlântica"
"Flora","Angiospermas","Bromeliaceae","Deuterocohnia meziana","-","Pantanal"
"Flora","Angiospermas","Poaceae","Diandrolyra tatianae","-","Mata Atlântica"
"Fauna","Invertebrados Terrestres","Formicidae","Diaphoromyrma sofiae","Formiga","Mata Atlântica"
"Fauna","Peixes Continentais","Characidae","Diapoma pyrrhopteryx","Lambari","Mata Atlântica"
"Flora","Angiospermas","Orchidaceae","Dichaea mosenii","-","Mata Atlântica"
"Flora","Angiospermas","Commelinaceae","Dichorisandra acaulis","-","Mata Atlântica"
"Flora","Angiospermas","Commelinaceae","Dichorisandra glaziovii","-","Caatinga"
