"Grupao","Grupo","Familia","Especie","NomeComum","Bioma"
"Fauna","Peixes Marinhos","Pomacentridae","Stegastes sanctipauli","Donzela-de-são-pedro ","Marinho"
"Fauna","Peixes Marinhos","Pomacentridae","Stegastes trindadensis","Donzela-de-trindade ","Marinho"
"Fauna","Peixes Continentais","Pimelodidae","Steindachneridion amblyurum","Surubim-do-jequitinhonha","Cerrado"
"Fauna","Peixes Continentais","Pimelodidae","Steindachneridion amblyurum","Surubim-do-jequitinhonha","Mata Atlântica"
"Fauna","Peixes Continentais","Pimelodidae","Steindachneridion doceanum","Surubim-do-doce","Mata Atlântica"
"Fauna","Peixes Continentais","Pimelodidae","Steindachneridion melanodermatum","Surubim-do-iguaçu","Mata Atlântica"
"Fauna","Peixes Continentais","Pimelodidae","Steindachneridion parahybae","Surubim-do-paraíba","Mata Atlântica"
"Fauna","Peixes Continentais","Pimelodidae","Steindachneridion scriptum","Surubim","Mata Atlântica"
"Fauna","Peixes Continentais","Pimelodidae","Steindachneridion scriptum","Surubim","Pampa"
"Flora","Angiospermas","Plantaginaceae","Stemodia harleyi","-","Caatinga"
"Flora","Angiospermas","Plantaginaceae","Stemodia hyptoides","-","Mata Atlântica"
"Flora","Angiospermas","Plantaginaceae","Stemodia hyptoides","-","Pampa"
"Flora","Angiospermas","Plantaginaceae","Stemodia hyptoides","-","Pantanal"
"Flora","Angiospermas","Asteraceae","Stenachaenium macrocephalum","-","Mata Atlântica"
"Flora","Angiospermas","Asteraceae","Stenachaenium macrocephalum","-","Pampa"
"Flora","Angiospermas","Acanthaceae","Stenandrium hatschbachii","-","Cerrado"
"Flora","Angiospermas","Acanthaceae","Stenandrium stenophyllum","-","Cerrado"
"Fauna","Répteis","Tropiduridae","Stenocercus azureus","Iguaninha-azul; Lagarto-das-pedras","Mata Atlântica"
"Fauna","Répteis","Tropiduridae","Stenocercus azureus","Iguaninha-azul; Lagarto-das-pedras","Pampa"
"Fauna","Répteis","Tropiduridae","Stenocercus dumerilii","Desconhecido","Amazônia"
"Fauna","Répteis","Tropiduridae","Stenocercus dumerilii","Desconhecido","Cerrado"
"Flora","Pteridófitas","Polypodiaceae","Stenogrammitis limula","-","Mata Atlântica"
"Flora","Pteridófitas","Polypodiaceae","Stenogrammitis pumila","-","Mata Atlântica"
"Flora","Angiospermas","Asteraceae","Stenophalium eriodes","-","Caatinga"
"Flora","Angiospermas","Dichapetalaceae","Stephanopodium engleri","-","Cerrado"
"Flora","Angiospermas","Dichapetalaceae","Stephanopodium engleri","-","Mata Atlântica"
"Flora","Angiospermas","Dichapetalaceae","Stephanopodium magnifolium","-","Mata Atlântica"
"Fauna","Aves","Sternidae","Sterna dougallii","Trinta-réis-róseo","Marinho"
"Fauna","Aves","Sternidae","Sterna hirundinacea","Trinta-réis-de-bico-vermelho","Marinho"
"Fauna","Peixes Continentais","Apteronotidae","Sternarchella curvioperculata","Ituí","Cerrado"
"Fauna","Peixes Continentais","Apteronotidae","Sternarchella curvioperculata","Ituí","Mata Atlântica"
"Fauna","Peixes Continentais","Apteronotidae","Sternarchogiton zuanoni","Desconhecido","Amazônia"
"Fauna","Peixes Continentais","Apteronotidae","Sternarchorhynchus britskii","Ituí","Mata Atlântica"
"Fauna","Peixes Continentais","Apteronotidae","Sternarchorhynchus caboclo","Desconhecido","Amazônia"
"Fauna","Peixes Continentais","Apteronotidae","Sternarchorhynchus higuchii","Desconhecido","Amazônia"
"Fauna","Peixes Continentais","Apteronotidae","Sternarchorhynchus inpai","Desconhecido","Amazônia"
"Fauna","Peixes Continentais","Apteronotidae","Sternarchorhynchus jaimei","Desconhecido","Amazônia"
"Fauna","Peixes Continentais","Apteronotidae","Sternarchorhynchus kokraimoro","Desconhecido","Amazônia"
"Fauna","Peixes Continentais","Apteronotidae","Sternarchorhynchus mareikeae","Desconhecido","Amazônia"
"Fauna","Peixes Continentais","Apteronotidae","Sternarchorhynchus severii","Ituí","Amazônia"
"Fauna","Peixes Continentais","Apteronotidae","Sternarchorhynchus villasboasi","Desconhecido","Amazônia"
"Flora","Angiospermas","Asteraceae","Stevia catharinensis","-","Mata Atlântica"
"Flora","Angiospermas","Asteraceae","Stevia hilarii","-","Cerrado"
"Flora","Angiospermas","Asteraceae","Stevia leptophylla","-","Cerrado"
"Flora","Angiospermas","Asteraceae","Stevia riedelli","-","Mata Atlântica"
"Flora","Angiospermas","Asteraceae","Stevia selloi","-","Mata Atlântica"
"Flora","Angiospermas","Asteraceae","Steyermarkina dispalata","-","Cerrado"
"Flora","Angiospermas","Asteraceae","Steyermarkina dispalata","-","Mata Atlântica"
"Flora","Angiospermas","Asteraceae","Stifftia fruticosa","-","Mata Atlântica"
"Flora","Angiospermas","Malpighiaceae","Stigmaphyllon bradei","-","Mata Atlântica"
"Flora","Angiospermas","Malpighiaceae","Stigmaphyllon carautae","-","Mata Atlântica"
"Flora","Angiospermas","Malpighiaceae","Stigmaphyllon crenatum","-","Mata Atlântica"
"Flora","Angiospermas","Malpighiaceae","Stigmaphyllon glabrum","-","Mata Atlântica"
"Flora","Angiospermas","Malpighiaceae","Stigmaphyllon harleyi","-","Cerrado"
"Flora","Angiospermas","Malpighiaceae","Stigmaphyllon macedoanum","-","Mata Atlântica"
"Flora","Angiospermas","Malpighiaceae","Stigmaphyllon macedoanum","-","Pantanal"
"Flora","Angiospermas","Malpighiaceae","Stigmaphyllon mattogrossense","-","Pantanal"
"Flora","Angiospermas","Malpighiaceae","Stigmaphyllon vitifolium","-","Mata Atlântica"
"Fauna","Invertebrados Terrestres","Formicidae","Stigmatomma cleae","Formiga","Mata Atlântica"
"Flora","Angiospermas","Orchidaceae","Stigmatosema hatschbachii","-","Mata Atlântica"
"Fauna","Aves","Tyrannidae","Stigmatura napensis napensis","Papa-mosca-do-sertão","Amazônia"
"Flora","Angiospermas","Asteraceae","Stilpnopappus semirianus","-","Caatinga"
"Flora","Angiospermas","Asteraceae","Stilpnopappus suffruticosus","-","Caatinga"
"Flora","Angiospermas","Asteraceae","Stomatanthes loefgrenii","-","Cerrado"
"Flora","Angiospermas","Acanthaceae","Streblacanthus dubiosus","-","Amazônia"
"Flora","Angiospermas","Acanthaceae","Streblacanthus dubiosus","-","Mata Atlântica"
"Fauna","Aves","Strigidae","Strix huhula albomarginata","Coruja-preta","Mata Atlântica"
"Flora","Angiospermas","Asteraceae","Strophopappus bicolor","-","Cerrado"
"Flora","Angiospermas","Asteraceae","Strophopappus ferrugineus","-","Cerrado"
"Fauna","Invertebrados Terrestres","Lycaenidae","Strymon ohausi","Borboleta","Cerrado"
"Fauna","Invertebrados Terrestres","Lycaenidae","Strymon ohausi","Borboleta","Mata Atlântica"
"Fauna","Peixes Continentais","Characidae","Stygichthys typhlops","Piaba-branca","Caatinga"
"Fauna","Peixes Continentais","Characidae","Stygichthys typhlops","Piaba-branca","Cerrado"
"Flora","Angiospermas","Asteraceae","Stylotrichium corymbosum","-","Caatinga"
"Flora","Angiospermas","Asteraceae","Stylotrichium corymbosum","-","Cerrado"
"Flora","Angiospermas","Asteraceae","Stylotrichium edmundoi","-","Caatinga"
"Flora","Angiospermas","Asteraceae","Stylotrichium edmundoi","-","Cerrado"
"Flora","Angiospermas","Asteraceae","Stylotrichium glomeratum","-","Caatinga"
"Flora","Angiospermas","Asteraceae","Stylotrichium sucrei","-","Cerrado"
"Fauna","Aves","Thamnophilidae","Stymphalornis acutirostris","Bicudinho-do-brejo","Mata Atlântica"
"Fauna","Invertebrados Terrestres","Succineidae","Succinea lopesi","Desconhecido","Ilha oceânica"
"Flora","Angiospermas","Poaceae","Sucrea maculata","-","Mata Atlântica"
"Flora","Angiospermas","Poaceae","Sucrea sampaiana","-","Mata Atlântica"
"Fauna","Aves","Sulidae","Sula sula","Atobá-de-pé-vermelho","Marinho"
"Flora","Angiospermas","Melastomataceae","Svitramia integerrima","-","Cerrado"
"Flora","Angiospermas","Melastomataceae","Svitramia minor","-","Cerrado"
"Flora","Angiospermas","Melastomataceae","Svitramia wurdackiana","-","Cerrado"
"Flora","Angiospermas","Fabaceae","Swartzia glazioviana","-","Mata Atlântica"
"Flora","Angiospermas","Fabaceae","Swartzia linharensis","-","Mata Atlântica"
"Flora","Angiospermas","Meliaceae","Swietenia macrophylla","Mogno","Amazônia"
"Flora","Angiospermas","Meliaceae","Swietenia macrophylla","Mogno","Cerrado"
"Flora","Angiospermas","Meliaceae","Swietenia macrophylla","Mogno","Mata Atlântica"
"Flora","Angiospermas","Arecaceae","Syagrus glaucescens","coco-de-pedra; palmeirinha azul","Cerrado"
"Flora","Angiospermas","Arecaceae","Syagrus macrocarpa","baba-de-boi-grande; maria-rosa","Mata Atlântica"
"Flora","Angiospermas","Arecaceae","Syagrus mendanhensis","palmeirinha-da-serra","Cerrado"
"Flora","Angiospermas","Arecaceae","Syagrus picrophylla","coco-de-quaresma; coco-de-quarta","Mata Atlântica"
"Flora","Angiospermas","Arecaceae","Syagrus ruschiana","coco-da-pedra","Mata Atlântica"
"Flora","Angiospermas","Asteraceae","Symphyopappus uncinatus","-","Cerrado"
"Flora","Angiospermas","Symplocaceae","Symplocos corymboclados","congonha","Mata Atlântica"
"Flora","Angiospermas","Symplocaceae","Symplocos itatiaiae","-","Mata Atlântica"
"Flora","Angiospermas","Symplocaceae","Symplocos neglecta","congonha-miúda","Mata Atlântica"
"Flora","Angiospermas","Symplocaceae","Symplocos organensis","-","Mata Atlântica"
"Flora","Angiospermas","Symplocaceae","Symplocos rhamnifolia","-","Caatinga"
"Flora","Angiospermas","Symplocaceae","Symplocos rhamnifolia","-","Cerrado"
"Fauna","Peixes Marinhos","Arhynchobatidae","Sympterygia acuta","Raia-emplastro","Marinho"
"Fauna","Peixes Marinhos","Arhynchobatidae","Sympterygia bonapartii","Emplastro-amarelo","Marinho"
"Fauna","Aves","Furnariidae","Synallaxis infuscata","Tatac","Mata Atlântica"
"Fauna","Aves","Furnariidae","Synallaxis kollari","João-de-barba-grisalho","Amazônia"
"Fauna","Invertebrados Aquáticos","Synaptidae","Synaptula secreta","Pepino-do-mar","Marinho"
"Flora","Angiospermas","Eriocaulaceae","Syngonanthus itambeensis","-","Cerrado"
"Flora","Angiospermas","Eriocaulaceae","Syngonanthus itambeensis","-","Mata Atlântica"
"Flora","Angiospermas","Eriocaulaceae","Syngonanthus laricifolius","-","Caatinga"
"Flora","Angiospermas","Eriocaulaceae","Syngonanthus laricifolius","-","Cerrado"
"Flora","Angiospermas","Bignoniaceae","Tabebuia cassinoides","caixeta; pau de tamanco; tabebuya; tagibibuia","Mata Atlântica"
"Flora","Angiospermas","Apocynaceae","Tabernaemontana cumata","-","Amazônia"
"Flora","Angiospermas","Fabaceae","Tachigali beaurepairei","-","Mata Atlântica"
"Flora","Angiospermas","Cactaceae","Tacinga braunii","Rabo-de-rato, Cipó-de-espinhos, Rabo-de-espinhos","Caatinga"
"Flora","Angiospermas","Sapindaceae","Talisia subalbens","cancudo","Cerrado"
"Fauna","Aves","Thraupidae","Tangara cyanocephala cearensis","Saíra-militar","Caatinga"
"Fauna","Aves","Thraupidae","Tangara fastuosa","Pintor-verdadeiro","Caatinga"
"Fauna","Aves","Thraupidae","Tangara fastuosa","Pintor-verdadeiro","Mata Atlântica"
"Fauna","Aves","Thraupidae","Tangara peruviana","Saíra-sapucaia","Cerrado"
"Fauna","Aves","Thraupidae","Tangara peruviana","Saíra-sapucaia","Mata Atlântica"
"Fauna","Aves","Thraupidae","Tangara velia signata","Saíra-diamante","Amazônia"
