"Grupao","Grupo","Familia","Especie","NomeComum","CategoriaAmeaca"
"Fauna","Peixes Continentais","Rivulidae","Melanorivulus litteratus","Desconhecido","Vulnerável (VU)"
"Fauna","Peixes Continentais","Rivulidae","Melanorivulus pindorama","Desconhecido","Vulnerável (VU)"
"Fauna","Peixes Continentais","Rivulidae","Melanorivulus pinima","Peixe-anual","Em Perigo (EN)"
"Fauna","Peixes Continentais","Rivulidae","Melanorivulus planaltinus","Desconhecido","Vulnerável (VU)"
"Fauna","Peixes Continentais","Rivulidae","Melanorivulus rubromarginatus","Desconhecido","Vulnerável (VU)"
"Fauna","Peixes Continentais","Rivulidae","Melanorivulus rutilicaudus","Peixe-anual","Vulnerável (VU)"
"Fauna","Peixes Continentais","Rivulidae","Melanorivulus salmonicaudus","Desconhecido","Vulnerável (VU)"
"Fauna","Peixes Continentais","Rivulidae","Melanorivulus scalaris","Peixe-anual","Em Perigo (EN)"
"Fauna","Peixes Continentais","Rivulidae","Melanorivulus ubirajarai","Desconhecido","Vulnerável (VU)"
"Fauna","Peixes Continentais","Rivulidae","Melanorivulus vittatus","Peixe-anual","Em Perigo (EN)"
"Flora","Angiospermas","Fabaceae","Melanoxylon brauna","-","Vulnerável (VU)"
"Flora","Angiospermas","Poaceae","Melica arzivencoi","-","Em Perigo (EN)"
"Flora","Angiospermas","Sapindaceae","Melicoccus espiritosantensis","-","Em Perigo (EN)"
"Fauna","Invertebrados Terrestres","Nymphalidae","Melinaea mnasias thera","Borboleta","Criticamente em Perigo (CR)"
"Fauna","Invertebrados Terrestres","Apidae","Melipona (Michmelia) capixaba","Uruçu-preto, uruçu-negra","Em Perigo (EN)"
"Fauna","Invertebrados Terrestres","Apidae","Melipona (Michmelia) rufiventris","Tujuba, tujuva, tuiuva","Em Perigo (EN)"
"Fauna","Invertebrados Terrestres","Apidae","Melipona (Michmelia) scutellaris","Uruçu","Em Perigo (EN)"
"Flora","Angiospermas","Cactaceae","Melocactus azureus","-","Em Perigo (EN)"
"Flora","Angiospermas","Cactaceae","Melocactus conoideus","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Cactaceae","Melocactus deinacanthus","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Cactaceae","Melocactus ferreophilus","-","Em Perigo (EN)"
"Flora","Angiospermas","Cactaceae","Melocactus glaucescens","-","Em Perigo (EN)"
"Flora","Angiospermas","Cactaceae","Melocactus lanssensianus","-","Em Perigo (EN)"
"Flora","Angiospermas","Cactaceae","Melocactus pachyacanthus","-","Em Perigo (EN)"
"Flora","Angiospermas","Cactaceae","Melocactus paucispinus","-","Vulnerável (VU)"
"Flora","Angiospermas","Cactaceae","Melocactus violaceus","-","Vulnerável (VU)"
"Flora","Angiospermas","Cactaceae","Melocactus violaceus subsp. ritteri","-","Em Perigo (EN)"
"Fauna","Aves","Anatidae","Mergus octosetaceus","Pato-mergulhão","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Melastomataceae","Meriania callophylla","-","Vulnerável (VU)"
"Flora","Angiospermas","Melastomataceae","Merianthera burlemarxii","-","Em Perigo (EN)"
"Flora","Angiospermas","Melastomataceae","Merianthera pulchra","-","Vulnerável (VU)"
"Flora","Angiospermas","Poaceae","Merostachys abadiana","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Poaceae","Merostachys burmanii","taquara","Em Perigo (EN)"
"Flora","Angiospermas","Poaceae","Merostachys caucaiana","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Poaceae","Merostachys scandens","taquara","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Convolvulaceae","Merremia repens","-","Em Perigo (EN)"
"Fauna","Aves","Rhinocryptidae","Merulaxis stresemanni","Entufado-baiano","Criticamente em Perigo (CR)"
"Fauna","Répteis","Chelidae","Mesoclemmys hogei","Cágado-de-hogei","Criticamente em Perigo (CR)"
"Fauna","Invertebrados Terrestres","Pholcidae","Metagonia diamantina","Aranha-de-pernas-longas","Criticamente em Perigo (CR)"
"Fauna","Invertebrados Terrestres","Pholcidae","Metagonia potiguar","Aranha-de-pernas-longas","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Apocynaceae","Metastelma giuliettianum","-","Em Perigo (EN)"
"Flora","Angiospermas","Apocynaceae","Metastelma harleyi","-","Em Perigo (EN)"
"Flora","Angiospermas","Rutaceae","Metrodorea maracasana","-","Vulnerável (VU)"
"Flora","Briófitas","Metzgeriaceae","Metzgeria hegewaldii","-","Em Perigo (EN)"
"Flora","Angiospermas","Malpighiaceae","Mezia araujoi","-","Em Perigo (EN)"
"Flora","Angiospermas","Lauraceae","Mezilaurus itauba","itaúba","Vulnerável (VU)"
"Flora","Angiospermas","Lauraceae","Mezilaurus navalium","tapinhoã","Em Perigo (EN)"
"Fauna","Mamíferos","Callitrichidae","Mico rondoni","Mico-de-rondônia","Vulnerável (VU)"
"Flora","Angiospermas","Melastomataceae","Miconia angelana","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Melastomataceae","Miconia capixaba","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Melastomataceae","Miconia carvalhoana","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Melastomataceae","Miconia cipoensis","-","Em Perigo (EN)"
"Flora","Angiospermas","Melastomataceae","Miconia glazioviana","-","Vulnerável (VU)"
"Flora","Angiospermas","Melastomataceae","Miconia johnwurdackiana","-","Em Perigo (EN)"
"Flora","Angiospermas","Melastomataceae","Miconia mendoncae","-","Vulnerável (VU)"
"Flora","Angiospermas","Melastomataceae","Miconia penduliflora","-","Em Perigo (EN)"
"Flora","Angiospermas","Melastomataceae","Miconia picinguabensis","-","Em Perigo (EN)"
"Flora","Angiospermas","Melastomataceae","Miconia setosociliata","-","Vulnerável (VU)"
"Flora","Angiospermas","Cactaceae","Micranthocereus albicephalus","-","Em Perigo (EN)"
"Flora","Angiospermas","Cactaceae","Micranthocereus auriazureus","Rabo-de-raposa","Em Perigo (EN)"
"Flora","Angiospermas","Cactaceae","Micranthocereus dolichospermaticus","-","Em Perigo (EN)"
"Flora","Angiospermas","Cactaceae","Micranthocereus polyanthus","-","Em Perigo (EN)"
"Flora","Angiospermas","Cactaceae","Micranthocereus streckeri","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Cactaceae","Micranthocereus violaciflorus","-","Em Perigo (EN)"
"Fauna","Invertebrados Terrestres","Libellulidae","Micrathyria borgmeieri","Libélula","Vulnerável (VU)"
"Fauna","Invertebrados Terrestres","Libellulidae","Micrathyria divergens","Libélula","Vulnerável (VU)"
"Fauna","Mamíferos","Cricetidae","Microakodontomys transitorius","Rato-do-mato","Em Perigo (EN)"
"Fauna","Peixes Continentais","Trichomycteridae","Microcambeva draco","Desconhecido","Em Perigo (EN)"
"Fauna","Peixes Continentais","Pseudopimelodidae","Microglanis robustus","Desconhecido","Criticamente em Perigo (CR)"
"Fauna","Peixes Marinhos","Syngnathidae","Micrognathus erugatus","Desconhecido","Criticamente em Perigo (CR)"
"Fauna","Peixes Continentais","Loricariidae","Microlepidogaster perforatus","Cascudinho","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Melastomataceae","Microlicia canastrensis","-","Em Perigo (EN)"
"Flora","Angiospermas","Melastomataceae","Microlicia cuspidifolia","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Melastomataceae","Microlicia flava","-","Em Perigo (EN)"
"Flora","Angiospermas","Melastomataceae","Microlicia glazioviana","-","Em Perigo (EN)"
"Flora","Angiospermas","Melastomataceae","Microlicia humilis","-","Vulnerável (VU)"
"Flora","Angiospermas","Melastomataceae","Microlicia macedoi","-","Em Perigo (EN)"
"Flora","Angiospermas","Melastomataceae","Microlicia microphylla","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Melastomataceae","Microlicia obtusifolia","-","Em Perigo (EN)"
"Flora","Angiospermas","Melastomataceae","Microlicia psammophila","-","Em Perigo (EN)"
"Flora","Angiospermas","Sapotaceae","Micropholis emarginata","-","Em Perigo (EN)"
"Flora","Angiospermas","Sapotaceae","Micropholis splendens","-","Em Perigo (EN)"
"Fauna","Peixes Marinhos","Pomacentridae","Microspathodon chrysurus","Donzela-azul ","Vulnerável (VU)"
"Flora","Angiospermas","Phytolaccaceae","Microtea bahiensis","-","Em Perigo (EN)"
"Flora","Angiospermas","Phytolaccaceae","Microtea papilosa","-","Vulnerável (VU)"
"Flora","Angiospermas","Asteraceae","Mikania additicia","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Mikania alvimii","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Mikania anethifolia","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Mikania argyreiae","-","Vulnerável (VU)"
"Flora","Angiospermas","Asteraceae","Mikania cipoensis","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Mikania clematidifolia","-","Vulnerável (VU)"
"Flora","Angiospermas","Asteraceae","Mikania dusenii","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Asteraceae","Mikania firmula","-","Vulnerável (VU)"
"Flora","Angiospermas","Asteraceae","Mikania glabra","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Mikania glauca","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Mikania hartbergii","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Mikania hastato-cordata","-","Vulnerável (VU)"
"Flora","Angiospermas","Asteraceae","Mikania itambana","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Mikania neurocaula","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Mikania oreophila","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Mikania pinnatiloba","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Mikania premnifolia","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Mikania variifolia","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Mikania viminea","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Mikania warmingii","-","Em Perigo (EN)"
"Fauna","Invertebrados Aquáticos","Milleporidae","Millepora laboreli","Desconhecido","Vulnerável (VU)"
"Flora","Angiospermas","Orchidaceae","Miltonia kayasimae","-","Criticamente em Perigo (CR)"
"Fauna","Peixes Continentais","Characidae","Mimagoniates lateralis","Lambari-azul-listrado","Vulnerável (VU)"
"Fauna","Peixes Continentais","Characidae","Mimagoniates sylvicola","Piaba","Em Perigo (EN)"
"Fauna","Invertebrados Terrestres","Papilionidae","Mimoides lysithous harrisianus","Borboleta","Criticamente em Perigo (CR)"
"Fauna","Invertebrados Terrestres","Papilionidae","Mimoides lysithous sebastianus","Borboleta","Vulnerável (VU)"
"Flora","Angiospermas","Fabaceae","Mimosa acroconica","-","Em Perigo (EN)"
"Flora","Angiospermas","Fabaceae","Mimosa adamantina","-","Em Perigo (EN)"
"Flora","Angiospermas","Fabaceae","Mimosa balduinii","-","Em Perigo (EN)"
"Flora","Angiospermas","Fabaceae","Mimosa barretoi","-","Em Perigo (EN)"
"Flora","Angiospermas","Fabaceae","Mimosa bathyrrhena","-","Em Perigo (EN)"
"Flora","Angiospermas","Fabaceae","Mimosa bombycina","-","Em Perigo (EN)"
"Flora","Angiospermas","Fabaceae","Mimosa bracteolaris","-","Vulnerável (VU)"
"Flora","Angiospermas","Fabaceae","Mimosa catharinensis","unha-de-gato","Em Perigo (EN)"
"Flora","Angiospermas","Fabaceae","Mimosa chrysastra","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Fabaceae","Mimosa hatschbachii","-","Em Perigo (EN)"
"Flora","Angiospermas","Fabaceae","Mimosa heringeri","-","Em Perigo (EN)"
"Flora","Angiospermas","Fabaceae","Mimosa involucrata","juquiri","Em Perigo (EN)"
"Flora","Angiospermas","Fabaceae","Mimosa leprosa","-","Em Perigo (EN)"
"Flora","Angiospermas","Fabaceae","Mimosa lithoreas","-","Em Perigo (EN)"
"Flora","Angiospermas","Fabaceae","Mimosa macedoana","-","Em Perigo (EN)"
"Flora","Angiospermas","Fabaceae","Mimosa mensicola","-","Em Perigo (EN)"
"Flora","Angiospermas","Fabaceae","Mimosa montis-carasae","-","Em Perigo (EN)"
"Flora","Angiospermas","Fabaceae","Mimosa myuros","-","Vulnerável (VU)"
"Flora","Angiospermas","Fabaceae","Mimosa paucifolia","-","Vulnerável (VU)"
"Flora","Angiospermas","Fabaceae","Mimosa psittacina","-","Em Perigo (EN)"
"Flora","Angiospermas","Fabaceae","Mimosa skinneri var. carajarum","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Fabaceae","Mimosa suburbana","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Fabaceae","Mimosa thomista","-","Em Perigo (EN)"
"Flora","Angiospermas","Fabaceae","Mimosa uniceps","-","Em Perigo (EN)"
"Flora","Angiospermas","Fabaceae","Mimosa urticaria","-","Em Perigo (EN)"
"Flora","Angiospermas","Apocynaceae","Minaria bifurcata","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Apocynaceae","Minaria diamantinensis","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Apocynaceae","Minaria grazielae","-","Em Perigo (EN)"
"Flora","Angiospermas","Apocynaceae","Minaria harleyi","-","Em Perigo (EN)"
"Flora","Angiospermas","Apocynaceae","Minaria hemipogonoides","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Apocynaceae","Minaria inconspicua","-","Em Perigo (EN)"
"Flora","Angiospermas","Apocynaceae","Minaria magisteriana","-","Em Perigo (EN)"
"Flora","Angiospermas","Apocynaceae","Minaria monocoronata","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Apocynaceae","Minaria polygaloides","-","Em Perigo (EN)"
"Flora","Angiospermas","Apocynaceae","Minaria refractifolia","-","Vulnerável (VU)"
"Flora","Angiospermas","Apocynaceae","Minaria semirii","-","Em Perigo (EN)"
"Flora","Angiospermas","Apocynaceae","Minaria volubilis","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Minasia alpestris","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Minasia pereirae","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Minasia scapigera","-","Em Perigo (EN)"
"Flora","Angiospermas","Rubiaceae","Mitracarpus anthospermoides","-","Em Perigo (EN)"
"Flora","Angiospermas","Rubiaceae","Mitracarpus eritrichoides","-","Em Perigo (EN)"
"Flora","Angiospermas","Rubiaceae","Mitracarpus rigidifolius","-","Vulnerável (VU)"
"Fauna","Peixes Marinhos","Mobulidae","Mobula hypostoma","Raia-manta","Vulnerável (VU)"
"Fauna","Peixes Marinhos","Mobulidae","Mobula japanica","Raia-manta","Vulnerável (VU)"
"Fauna","Peixes Marinhos","Mobulidae","Mobula rochebrunei","Raia-manta","Vulnerável (VU)"
"Fauna","Peixes Marinhos","Mobulidae","Mobula tarapacana","Raia-manta","Vulnerável (VU)"
"Fauna","Peixes Marinhos","Mobulidae","Mobula thurstoni","Raia-manta","Vulnerável (VU)"
"Fauna","Peixes Continentais","Rivulidae","Moema piriana","Desconhecido","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Fabaceae","Moldenhawera papillanthera","Caingá","Vulnerável (VU)"
"Flora","Angiospermas","Monimiaceae","Mollinedia eugeniifolia","-","Em Perigo (EN)"
"Flora","Angiospermas","Monimiaceae","Mollinedia longicuspidata","-","Em Perigo (EN)"
"Flora","Angiospermas","Monimiaceae","Mollinedia luizae","-","Vulnerável (VU)"
"Fauna","Aves","Momotidae","Momotus momota marcgraviana","Udu-de-coroa-azul-do-nordeste","Em Perigo (EN)"
"Fauna","Aves","Bucconidae","Monasa morphoeus morphoeus","Chora-chuva-de-cara-branca","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Monogereion carajensis","-","Criticamente em Perigo (CR)"
"Fauna","Invertebrados Terrestres","Formicidae","Monomorium delabiei","Formiga","Vulnerável (VU)"
"Flora","Angiospermas","Apocynaceae","Monsanima morrenioides","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Malvaceae","Monteiroa smithii","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Moquiniastrum argyreum","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Moquiniastrum cordatum","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Moquiniastrum hatschbachii","-","Vulnerável (VU)"
"Flora","Angiospermas","Asteraceae","Moquiniastrum mollissimum","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Asteraceae","Moquiniastrum ramboi","-","Vulnerável (VU)"
"Flora","Angiospermas","Asteraceae","Moquiniastrum sordidum","-","Vulnerável (VU)"
"Flora","Pteridófitas","Polypodiaceae","Moranopteris perpusilla","-","Em Perigo (EN)"
"Fauna","Aves","Accipitridae","Morphnus guianensis","uiraçu-falso","Vulnerável (VU)"
"Fauna","Invertebrados Terrestres","Nymphalidae","Morpho epistrophus nikolajewna","Borboleta","Criticamente em Perigo (CR)"
"Fauna","Invertebrados Terrestres","Nymphalidae","Morpho menelaus eberti","Azul-seda","Criticamente em Perigo (CR)"
"Fauna","Invertebrados Terrestres","Pieridae","Moschoneura pinthous methymna","Borboleta","Vulnerável (VU)"
"Flora","Angiospermas","Gelsemiaceae","Mostuea muricata","-","Vulnerável (VU)"
"Flora","Angiospermas","Podostemaceae","Mourera weddelliana","-","Vulnerável (VU)"
"Flora","Angiospermas","Melastomataceae","Mouriri megasperma","-","Criticamente em Perigo (CR)"
"Fauna","Invertebrados Aquáticos","Mussidae","Mussismilia braziliensis","Coral-cérebro-da-bahia","Vulnerável (VU)"
"Fauna","Invertebrados Aquáticos","Mussidae","Mussismilia harttii","Coral-vela","Em Perigo (EN)"
"Fauna","Peixes Marinhos","Triakidae","Mustelus canis","Boca-de-velha","Em Perigo (EN)"
"Fauna","Peixes Marinhos","Triakidae","Mustelus fasciatus","Cação-listrado","Criticamente em Perigo (CR)"
"Fauna","Peixes Marinhos","Triakidae","Mustelus schmitti","Tubarão-bico-doce-pintado","Criticamente em Perigo (CR)"
"Fauna","Invertebrados Terrestres","Formicidae","Mycetagroicus urbanus","Formiga","Criticamente em Perigo (CR)"
"Fauna","Invertebrados Terrestres","Formicidae","Mycetophylax simplex","Formiga","Vulnerável (VU)"
"Fauna","Invertebrados Aquáticos","Mycetopodidae","Mycetopoda legumen","Faquinha-arredondada","Em Perigo (EN)"
"Fauna","Peixes Marinhos","Epinephelidae","Mycteroperca bonaci","Sirigado ","Vulnerável (VU)"
"Fauna","Peixes Marinhos","Epinephelidae","Mycteroperca interstitialis","Badejo-amarelo","Vulnerável (VU)"
"Fauna","Peixes Continentais","Characidae","Mylesinus paucisquamatus","Pacu, Pacu-dente-seco, Pacu de cachoeira, Curupeté, Pacu borracha","Em Perigo (EN)"
"Fauna","Peixes Continentais","Serrasalmidae","Myleus tiete","Pacu-prata ","Em Perigo (EN)"
"Fauna","Peixes Marinhos","Myliobatidae","Myliobatis freminvillii","Raia-amarela","Em Perigo (EN)"
"Fauna","Peixes Marinhos","Myliobatidae","Myliobatis goodei","Raia-sapo","Criticamente em Perigo (CR)"
"Fauna","Peixes Marinhos","Myliobatidae","Myliobatis ridens","Raia-manteiga","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Orchidaceae","Myoxanthus ruschii","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Orchidaceae","Myoxanthus seidelii","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Anacardiaceae","Myracrodruon balansae","maracanã; pau-f-","Em Perigo (EN)"
"Flora","Angiospermas","Myrtaceae","Myrceugenia bracteosa","-","Em Perigo (EN)"
"Flora","Angiospermas","Myrtaceae","Myrceugenia brevipedicellata","-","Em Perigo (EN)"
"Flora","Angiospermas","Myrtaceae","Myrceugenia foveolata","-","Em Perigo (EN)"
"Flora","Angiospermas","Myrtaceae","Myrceugenia franciscensis","-","Em Perigo (EN)"
"Flora","Angiospermas","Myrtaceae","Myrceugenia gertii","-","Em Perigo (EN)"
"Flora","Angiospermas","Myrtaceae","Myrceugenia hamoniana","-","Em Perigo (EN)"
"Flora","Angiospermas","Myrtaceae","Myrceugenia hatschbachii","-","Vulnerável (VU)"
"Flora","Angiospermas","Myrtaceae","Myrceugenia hoehnei","-","Vulnerável (VU)"
"Flora","Angiospermas","Myrtaceae","Myrceugenia kleinii","-","Vulnerável (VU)"
"Flora","Angiospermas","Myrtaceae","Myrcia almasensis","-","Em Perigo (EN)"
"Flora","Angiospermas","Myrtaceae","Myrcia diaphana","-","Vulnerável (VU)"
"Flora","Angiospermas","Myrtaceae","Myrcia follii","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Myrtaceae","Myrcia gilsoniana","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Myrtaceae","Myrcia hexasticha","-","Em Perigo (EN)"
"Flora","Angiospermas","Myrtaceae","Myrcia isaiana","-","Em Perigo (EN)"
"Flora","Angiospermas","Myrtaceae","Myrcia limae","-","Em Perigo (EN)"
"Flora","Angiospermas","Myrtaceae","Myrcia lineata","-","Em Perigo (EN)"
"Flora","Angiospermas","Myrtaceae","Myrcia magnifolia","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Myrtaceae","Myrcia neocambessedeana","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Myrtaceae","Myrcia riodocensis","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Myrtaceae","Myrcia rupicola","-","Em Perigo (EN)"
"Flora","Angiospermas","Myrtaceae","Myrciaria plinioides","-","Vulnerável (VU)"
"Flora","Briófitas","Lejeuneaceae","Myriocoleopsis fluviatilis","-","Vulnerável (VU)"
"Fauna","Mamíferos","Myrmecophagidae","Myrmecophaga tridactyla","Tamanduá-bandeira","Vulnerável (VU)"
"Fauna","Aves","Thamnophilidae","Myrmoderus ruficaudus","Formigueiro-de-cauda-ruiva","Em Perigo (EN)"
"Fauna","Aves","Thamnophilidae","Myrmotherula fluminensis","Choquinha-fluminense","Criticamente em Perigo (CR)"
"Fauna","Aves","Thamnophilidae","Myrmotherula klagesi","Choquinha-do-tapajós","Vulnerável (VU)"
"Fauna","Aves","Thamnophilidae","Myrmotherula minor","Choquinha-pequena","Vulnerável (VU)"
"Fauna","Aves","Thamnophilidae","Myrmotherula snowi","Choquinha-de-alagoas","Criticamente em Perigo (CR)"
"Fauna","Aves","Thamnophilidae","Myrmotherula urosticta","Choquinha-de-rabo-cintado","Vulnerável (VU)"
"Flora","Angiospermas","Primulaceae","Myrsine congesta","-","Em Perigo (EN)"
"Flora","Angiospermas","Primulaceae","Myrsine glazioviana","-","Em Perigo (EN)"
"Flora","Angiospermas","Primulaceae","Myrsine villosissima","-","Em Perigo (EN)"
"Fauna","Peixes Marinhos","Myxinidae","Myxine sotoi","Peixe-bruxa","Vulnerável (VU)"
"Fauna","Invertebrados Terrestres","Nymphalidae","Napeogenes rhezia rhezia","Borboleta","Criticamente em Perigo (CR)"
"Fauna","Mamíferos","Natalidae","Natalus macrourus","Morcego","Vulnerável (VU)"
"Flora","Angiospermas","Lauraceae","Nectandra barbellata","canela amarela; canela parda","Vulnerável (VU)"
"Flora","Angiospermas","Lauraceae","Nectandra grisea","louro preto","Vulnerável (VU)"
"Flora","Angiospermas","Lauraceae","Nectandra paranaensis","-","Vulnerável (VU)"
"Fauna","Peixes Marinhos","Carcharhinidae","Negaprion brevirostris","Tubarão-limão","Vulnerável (VU)"
"Flora","Angiospermas","Gesneriaceae","Nematanthus monanthos","-","Em Perigo (EN)"
"Fauna","Peixes Continentais","Rivulidae","Nematolebias catimbau","Desconhecido","Criticamente em Perigo (CR)"
"Fauna","Peixes Continentais","Rivulidae","Nematolebias papilliferus","Peixe-anual","Criticamente em Perigo (CR)"
"Fauna","Peixes Continentais","Rivulidae","Nematolebias whitei","Peixe-anual","Criticamente em Perigo (CR)"
"Fauna","Aves","Thraupidae","Nemosia rourei","Saíra-apunhalada","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Asteraceae","Neocabreria malachophylla","-","Vulnerável (VU)"
"Flora","Angiospermas","Orchidaceae","Neogardneria murrayana","-","Em Perigo (EN)"
"Flora","Angiospermas","Myrtaceae","Neomitranthes amblymitra","-","Vulnerável (VU)"
"Flora","Angiospermas","Myrtaceae","Neomitranthes cordifolia","-","Vulnerável (VU)"
"Flora","Angiospermas","Myrtaceae","Neomitranthes gracilis","-","Em Perigo (EN)"
"Flora","Angiospermas","Myrtaceae","Neomitranthes langsdorffii","-","Em Perigo (EN)"
"Flora","Angiospermas","Myrtaceae","Neomitranthes obtusa","-","Em Perigo (EN)"
"Flora","Angiospermas","Myrtaceae","Neomitranthes pedicellata","-","Em Perigo (EN)"
"Flora","Angiospermas","Myrtaceae","Neomitranthes sctictophylla","-","Em Perigo (EN)"
"Fauna","Aves","Cuculidae","Neomorphus geoffroyi","Jacu-estalo","Vulnerável (VU)"
"Fauna","Aves","Cuculidae","Neomorphus geoffroyi amazonicus","Jacu-estalo","Vulnerável (VU)"
"Fauna","Aves","Cuculidae","Neomorphus geoffroyi dulcis","Jacu-estalo","Criticamente em Perigo (CR)"
"Fauna","Aves","Cuculidae","Neomorphus geoffroyi geoffroyi","Jacu-estalo","Criticamente em Perigo (CR)"
"Fauna","Aves","Cuculidae","Neomorphus squamiger","Jacu-estalo-escamoso","Vulnerável (VU)"
"Fauna","Invertebrados Terrestres","Salticidae","Neonella noronha","Aranha-papa-mosca","Vulnerável (VU)"
"Fauna","Aves","Pipridae","Neopelma aurifrons","Fruxu-baiano","Em Perigo (EN)"
"Fauna","Peixes Continentais","Loricariidae","Neoplecostomus botucatu","Cascudo","Vulnerável (VU)"
"Fauna","Peixes Continentais","Loricariidae","Neoplecostomus selenae","Cascudo","Em Perigo (EN)"
"Flora","Angiospermas","Bromeliaceae","Neoregelia angustibracteolata","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Bromeliaceae","Neoregelia brownii","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Bromeliaceae","Neoregelia hoehneana","-","Em Perigo (EN)"
"Flora","Angiospermas","Bromeliaceae","Neoregelia inexspectata","-","Em Perigo (EN)"
"Flora","Angiospermas","Bromeliaceae","Neoregelia leprosa","-","Vulnerável (VU)"
"Flora","Angiospermas","Bromeliaceae","Neoregelia menescalii","-","Em Perigo (EN)"
"Flora","Angiospermas","Bromeliaceae","Neoregelia oligantha","-","Vulnerável (VU)"
"Flora","Angiospermas","Bromeliaceae","Neoregelia paulistana","-","Em Perigo (EN)"
"Flora","Angiospermas","Bromeliaceae","Neoregelia pernambucana","-","Em Perigo (EN)"
"Flora","Angiospermas","Bromeliaceae","Neoregelia ruschii","-","Em Perigo (EN)"
"Flora","Angiospermas","Bromeliaceae","Neoregelia sanguinea","-","Em Perigo (EN)"
"Flora","Angiospermas","Fabaceae","Neptunia pubescens","-","Vulnerável (VU)"
"Flora","Angiospermas","Solanaceae","Nicotiana mutabilis","-","Vulnerável (VU)"
"Flora","Angiospermas","Bromeliaceae","Nidularium atalaiaense","-","Em Perigo (EN)"
"Flora","Angiospermas","Bromeliaceae","Nidularium azureum","-","Em Perigo (EN)"
"Flora","Angiospermas","Bromeliaceae","Nidularium bocainense","-","Em Perigo (EN)"
"Flora","Angiospermas","Bromeliaceae","Nidularium corallinum","-","Em Perigo (EN)"
"Flora","Angiospermas","Bromeliaceae","Nidularium ferrugineum","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Bromeliaceae","Nidularium itatiaiae","-","Em Perigo (EN)"
"Flora","Angiospermas","Bromeliaceae","Nidularium jonesianum","-","Em Perigo (EN)"
