"Grupao","Grupo","Familia","Especie","NomeComum","CategoriaAmeaca"
"Flora","Angiospermas","Verbenaceae","Stachytarpheta radlkoferiana","-","Vulnerável (VU)"
"Flora","Angiospermas","Rubiaceae","Staelia hatschbachii","-","Em Perigo (EN)"
"Flora","Angiospermas","Rubiaceae","Standleya kuhlmanni","-","Em Perigo (EN)"
"Flora","Angiospermas","Acanthaceae","Staurogyne brachiata","-","Em Perigo (EN)"
"Flora","Angiospermas","Acanthaceae","Staurogyne carvalhoi","-","Vulnerável (VU)"
"Flora","Angiospermas","Acanthaceae","Staurogyne elegans","-","Vulnerável (VU)"
"Flora","Angiospermas","Acanthaceae","Staurogyne itatiaiae","-","Em Perigo (EN)"
"Flora","Angiospermas","Acanthaceae","Staurogyne vauthieriana","-","Em Perigo (EN)"
"Flora","Angiospermas","Acanthaceae","Staurogyne veronicifolia","-","Em Perigo (EN)"
"Flora","Angiospermas","Acanthaceae","Staurogyne warmingiana","-","Em Perigo (EN)"
"Fauna","Peixes Marinhos","Pomacentridae","Stegastes rocasensis","Donzela-de-rocas","Vulnerável (VU)"
"Fauna","Peixes Marinhos","Pomacentridae","Stegastes sanctipauli","Donzela-de-são-pedro ","Vulnerável (VU)"
"Fauna","Peixes Marinhos","Pomacentridae","Stegastes trindadensis","Donzela-de-trindade ","Vulnerável (VU)"
"Fauna","Peixes Continentais","Pimelodidae","Steindachneridion amblyurum","Surubim-do-jequitinhonha","Criticamente em Perigo (CR)"
"Fauna","Peixes Continentais","Pimelodidae","Steindachneridion doceanum","Surubim-do-doce","Criticamente em Perigo (CR)"
"Fauna","Peixes Continentais","Pimelodidae","Steindachneridion melanodermatum","Surubim-do-iguaçu","Em Perigo (EN)"
"Fauna","Peixes Continentais","Pimelodidae","Steindachneridion parahybae","Surubim-do-paraíba","Em Perigo (EN)"
"Fauna","Peixes Continentais","Pimelodidae","Steindachneridion scriptum","Surubim","Em Perigo (EN)"
"Flora","Angiospermas","Plantaginaceae","Stemodia harleyi","-","Vulnerável (VU)"
"Flora","Angiospermas","Plantaginaceae","Stemodia hyptoides","-","Vulnerável (VU)"
"Flora","Angiospermas","Asteraceae","Stenachaenium macrocephalum","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Acanthaceae","Stenandrium hatschbachii","-","Em Perigo (EN)"
"Flora","Angiospermas","Acanthaceae","Stenandrium stenophyllum","-","Em Perigo (EN)"
"Fauna","Répteis","Tropiduridae","Stenocercus azureus","Iguaninha-azul; Lagarto-das-pedras","Em Perigo (EN)"
"Fauna","Répteis","Tropiduridae","Stenocercus dumerilii","Desconhecido","Vulnerável (VU)"
"Flora","Pteridófitas","Polypodiaceae","Stenogrammitis limula","-","Criticamente em Perigo (CR)"
"Flora","Pteridófitas","Polypodiaceae","Stenogrammitis pumila","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Asteraceae","Stenophalium eriodes","-","Vulnerável (VU)"
"Flora","Angiospermas","Dichapetalaceae","Stephanopodium engleri","-","Em Perigo (EN)"
"Flora","Angiospermas","Dichapetalaceae","Stephanopodium magnifolium","-","Criticamente em Perigo (CR)"
"Fauna","Aves","Sternidae","Sterna dougallii","Trinta-réis-róseo","Vulnerável (VU)"
"Fauna","Aves","Sternidae","Sterna hirundinacea","Trinta-réis-de-bico-vermelho","Vulnerável (VU)"
"Fauna","Peixes Continentais","Apteronotidae","Sternarchella curvioperculata","Ituí","Em Perigo (EN)"
"Fauna","Peixes Continentais","Apteronotidae","Sternarchogiton zuanoni","Desconhecido","Vulnerável (VU)"
"Fauna","Peixes Continentais","Apteronotidae","Sternarchorhynchus britskii","Ituí","Em Perigo (EN)"
"Fauna","Peixes Continentais","Apteronotidae","Sternarchorhynchus caboclo","Desconhecido","Vulnerável (VU)"
"Fauna","Peixes Continentais","Apteronotidae","Sternarchorhynchus higuchii","Desconhecido","Criticamente em Perigo (CR)"
"Fauna","Peixes Continentais","Apteronotidae","Sternarchorhynchus inpai","Desconhecido","Vulnerável (VU)"
"Fauna","Peixes Continentais","Apteronotidae","Sternarchorhynchus jaimei","Desconhecido","Criticamente em Perigo (CR)"
"Fauna","Peixes Continentais","Apteronotidae","Sternarchorhynchus kokraimoro","Desconhecido","Vulnerável (VU)"
"Fauna","Peixes Continentais","Apteronotidae","Sternarchorhynchus mareikeae","Desconhecido","Vulnerável (VU)"
"Fauna","Peixes Continentais","Apteronotidae","Sternarchorhynchus severii","Ituí","Vulnerável (VU)"
"Fauna","Peixes Continentais","Apteronotidae","Sternarchorhynchus villasboasi","Desconhecido","Vulnerável (VU)"
"Flora","Angiospermas","Asteraceae","Stevia catharinensis","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Stevia hilarii","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Asteraceae","Stevia leptophylla","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Stevia riedelli","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Stevia selloi","-","Vulnerável (VU)"
"Flora","Angiospermas","Asteraceae","Steyermarkina dispalata","-","Vulnerável (VU)"
"Flora","Angiospermas","Asteraceae","Stifftia fruticosa","-","Vulnerável (VU)"
"Flora","Angiospermas","Malpighiaceae","Stigmaphyllon bradei","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Malpighiaceae","Stigmaphyllon carautae","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Malpighiaceae","Stigmaphyllon crenatum","-","Em Perigo (EN)"
"Flora","Angiospermas","Malpighiaceae","Stigmaphyllon glabrum","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Malpighiaceae","Stigmaphyllon harleyi","-","Em Perigo (EN)"
"Flora","Angiospermas","Malpighiaceae","Stigmaphyllon macedoanum","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Malpighiaceae","Stigmaphyllon mattogrossense","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Malpighiaceae","Stigmaphyllon vitifolium","-","Criticamente em Perigo (CR)"
"Fauna","Invertebrados Terrestres","Formicidae","Stigmatomma cleae","Formiga","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Orchidaceae","Stigmatosema hatschbachii","-","Criticamente em Perigo (CR)"
"Fauna","Aves","Tyrannidae","Stigmatura napensis napensis","Papa-mosca-do-sertão","Vulnerável (VU)"
"Flora","Angiospermas","Asteraceae","Stilpnopappus semirianus","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Stilpnopappus suffruticosus","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Asteraceae","Stomatanthes loefgrenii","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Acanthaceae","Streblacanthus dubiosus","-","Em Perigo (EN)"
"Fauna","Aves","Strigidae","Strix huhula albomarginata","Coruja-preta","Vulnerável (VU)"
"Flora","Angiospermas","Asteraceae","Strophopappus bicolor","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Strophopappus ferrugineus","-","Em Perigo (EN)"
"Fauna","Invertebrados Terrestres","Lycaenidae","Strymon ohausi","Borboleta","Em Perigo (EN)"
"Fauna","Peixes Continentais","Characidae","Stygichthys typhlops","Piaba-branca","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Stylotrichium corymbosum","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Stylotrichium edmundoi","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Stylotrichium glomeratum","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Asteraceae","Stylotrichium sucrei","-","Em Perigo (EN)"
"Fauna","Aves","Thamnophilidae","Stymphalornis acutirostris","Bicudinho-do-brejo","Em Perigo (EN)"
"Fauna","Invertebrados Terrestres","Succineidae","Succinea lopesi","Desconhecido","Em Perigo (EN)"
"Flora","Angiospermas","Poaceae","Sucrea maculata","-","Em Perigo (EN)"
"Flora","Angiospermas","Poaceae","Sucrea sampaiana","-","Em Perigo (EN)"
"Fauna","Aves","Sulidae","Sula sula","Atobá-de-pé-vermelho","Em Perigo (EN)"
"Flora","Angiospermas","Melastomataceae","Svitramia integerrima","-","Em Perigo (EN)"
"Flora","Angiospermas","Melastomataceae","Svitramia minor","-","Vulnerável (VU)"
"Flora","Angiospermas","Melastomataceae","Svitramia wurdackiana","-","Vulnerável (VU)"
"Flora","Angiospermas","Fabaceae","Swartzia glazioviana","-","Vulnerável (VU)"
"Flora","Angiospermas","Fabaceae","Swartzia linharensis","-","Vulnerável (VU)"
"Flora","Angiospermas","Meliaceae","Swietenia macrophylla","Mogno","Vulnerável (VU)"
"Flora","Angiospermas","Arecaceae","Syagrus glaucescens","coco-de-pedra; palmeirinha azul","Vulnerável (VU)"
"Flora","Angiospermas","Arecaceae","Syagrus macrocarpa","baba-de-boi-grande; maria-rosa","Em Perigo (EN)"
"Flora","Angiospermas","Arecaceae","Syagrus mendanhensis","palmeirinha-da-serra","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Arecaceae","Syagrus picrophylla","coco-de-quaresma; coco-de-quarta","Vulnerável (VU)"
"Flora","Angiospermas","Arecaceae","Syagrus ruschiana","coco-da-pedra","Vulnerável (VU)"
"Flora","Angiospermas","Asteraceae","Symphyopappus uncinatus","-","Em Perigo (EN)"
"Flora","Angiospermas","Symplocaceae","Symplocos corymboclados","congonha","Em Perigo (EN)"
"Flora","Angiospermas","Symplocaceae","Symplocos itatiaiae","-","Em Perigo (EN)"
"Flora","Angiospermas","Symplocaceae","Symplocos neglecta","congonha-miúda","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Symplocaceae","Symplocos organensis","-","Em Perigo (EN)"
"Flora","Angiospermas","Symplocaceae","Symplocos rhamnifolia","-","Em Perigo (EN)"
"Fauna","Peixes Marinhos","Arhynchobatidae","Sympterygia acuta","Raia-emplastro","Em Perigo (EN)"
"Fauna","Peixes Marinhos","Arhynchobatidae","Sympterygia bonapartii","Emplastro-amarelo","Em Perigo (EN)"
"Fauna","Aves","Furnariidae","Synallaxis infuscata","Tatac","Em Perigo (EN)"
"Fauna","Aves","Furnariidae","Synallaxis kollari","João-de-barba-grisalho","Em Perigo (EN)"
"Fauna","Invertebrados Aquáticos","Synaptidae","Synaptula secreta","Pepino-do-mar","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Eriocaulaceae","Syngonanthus itambeensis","-","Em Perigo (EN)"
"Flora","Angiospermas","Eriocaulaceae","Syngonanthus laricifolius","-","Vulnerável (VU)"
"Flora","Angiospermas","Bignoniaceae","Tabebuia cassinoides","caixeta; pau de tamanco; tabebuya; tagibibuia","Em Perigo (EN)"
"Flora","Angiospermas","Apocynaceae","Tabernaemontana cumata","-","Em Perigo (EN)"
"Flora","Angiospermas","Fabaceae","Tachigali beaurepairei","-","Vulnerável (VU)"
"Flora","Angiospermas","Cactaceae","Tacinga braunii","Rabo-de-rato, Cipó-de-espinhos, Rabo-de-espinhos","Vulnerável (VU)"
"Flora","Angiospermas","Sapindaceae","Talisia subalbens","cancudo","Vulnerável (VU)"
"Fauna","Aves","Thraupidae","Tangara cyanocephala cearensis","Saíra-militar","Vulnerável (VU)"
"Fauna","Aves","Thraupidae","Tangara fastuosa","Pintor-verdadeiro","Vulnerável (VU)"
"Fauna","Aves","Thraupidae","Tangara peruviana","Saíra-sapucaia","Vulnerável (VU)"
"Fauna","Aves","Thraupidae","Tangara velia signata","Saíra-diamante","Vulnerável (VU)"
"Fauna","Aves","Tinamidae","Taoniscus nanus","Inhambu-carapé","Em Perigo (EN)"
"Fauna","Mamíferos","Tapiriidae","Tapirus terrestris","Anta","Vulnerável (VU)"
"Fauna","Peixes Continentais","Heptapteridae","Taunayia bifasciata","Bagrinho-listrado ","Vulnerável (VU)"
"Fauna","Mamíferos","Tayassuidae","Tayassu pecari","Queixada","Vulnerável (VU)"
"Fauna","Peixes Continentais","Cichlidae","Teleocichla centisquama","Desconhecido","Em Perigo (EN)"
"Fauna","Peixes Continentais","Cichlidae","Teleocichla cinderella","Joaninha-da-pedra","Em Perigo (EN)"
"Fauna","Peixes Continentais","Cichlidae","Teleocichla prionogenys","Joaninha-da-pedra","Vulnerável (VU)"
"Fauna","Peixes Continentais","Cichlidae","Teleocichla wajapi","Joaninha-da-pedra","Em Perigo (EN)"
"Fauna","Peixes Continentais","Apteronotidae","Tembeassu marauna","Ituí-maraúna","Criticamente em Perigo (CR)"
"Fauna","Aves","Thamnophilidae","Terenura sicki","Zidedê-do-nordeste","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Combretaceae","Terminalia acuminata","merindiba; guarajuba","Em Perigo (EN)"
"Flora","Angiospermas","Pentaphylacaceae","Ternstroemia cuneifolia","-","Vulnerável (VU)"
"Flora","Pteridófitas","Polypodiaceae","Terpsichore semihirsuta","-","Em Perigo (EN)"
"Flora","Pteridófitas","Polypodiaceae","Terpsichore taxifolia","-","Em Perigo (EN)"
"Flora","Angiospermas","Burseraceae","Tetragastris occhionii","-","Em Perigo (EN)"
"Fauna","Aves","Diomedeidae","Thalassarche chlororhynchos","Albatroz-de-nariz-amarelo","Em Perigo (EN)"
"Fauna","Aves","Sternidae","Thalasseus maximus","Trinta-réis-real","Em Perigo (EN)"
"Fauna","Mamíferos","Cricetidae","Thalpomys cerradensis","Rato-do-chão","Vulnerável (VU)"
"Fauna","Mamíferos","Cricetidae","Thalpomys lasiotis","Rato-do-chão","Em Perigo (EN)"
"Fauna","Aves","Trochilidae","Thalurania watertonii","Beija-flor-de-costas-violetas","Em Perigo (EN)"
"Fauna","Aves","Thamnophilidae","Thamnomanes caesius caesius","Ipecuá","Vulnerável (VU)"
"Fauna","Aves","Thamnophilidae","Thamnophilus aethiops distans","Choca-lisa","Em Perigo (EN)"
"Fauna","Aves","Thamnophilidae","Thamnophilus caerulescens cearensis","Choca-da-mata","Vulnerável (VU)"
"Fauna","Aves","Thamnophilidae","Thamnophilus caerulescens pernambucensis","Choca-da-mata","Vulnerável (VU)"
"Fauna","Aves","Thamnophilidae","Thamnophilus nigrocinereus tschudii","Choca-preta-e-cinza","Em Perigo (EN)"
"Fauna","Invertebrados Terrestres","Bulimulidae","Thaumastus lundi","Desconhecido","Criticamente em Perigo (CR)"
"Flora","Pteridófitas","Thelypteridaceae","Thelypteris cutiataensis","-","Em Perigo (EN)"
"Flora","Pteridófitas","Thelypteridaceae","Thelypteris littoralis","-","Em Perigo (EN)"
"Flora","Pteridófitas","Thelypteridaceae","Thelypteris montana","-","Vulnerável (VU)"
"Flora","Pteridófitas","Thelypteridaceae","Thelypteris multigemmifera","-","Criticamente em Perigo (CR)"
"Flora","Pteridófitas","Thelypteridaceae","Thelypteris novaeana","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Orchidaceae","Thelyschista ghillanyi","-","Vulnerável (VU)"
"Fauna","Anfíbios","Cycloramphidae","Thoropa petropolitana","Desconhecido","Em Perigo (EN)"
"Fauna","Anfíbios","Cycloramphidae","Thoropa saxatilis","Desconhecido","Vulnerável (VU)"
"Fauna","Aves","Furnariidae","Thripophaga macroura","Rabo-amarelo","Vulnerável (VU)"
"Flora","Angiospermas","Malpighiaceae","Thryallis laburnum","-","Vulnerável (VU)"
"Flora","Angiospermas","Malpighiaceae","Thryallis parviflora","-","Em Perigo (EN)"
"Fauna","Peixes Marinhos","Scombridae","Thunnus thynnus","Atum-azul","Criticamente em Perigo (CR)"
"Fauna","Mamíferos","Didelphidae","Thylamys macrurus","Catita","Em Perigo (EN)"
"Fauna","Mamíferos","Didelphidae","Thylamys velutinus","Catita","Vulnerável (VU)"
"Flora","Angiospermas","Orchidaceae","Thysanoglossa jordanensis","-","Em Perigo (EN)"
"Flora","Angiospermas","Melastomataceae","Tibouchina apparicioi","-","Em Perigo (EN)"
"Flora","Angiospermas","Melastomataceae","Tibouchina bergiana","-","Em Perigo (EN)"
"Flora","Angiospermas","Melastomataceae","Tibouchina boudetii","-","Vulnerável (VU)"
"Flora","Angiospermas","Melastomataceae","Tibouchina castellensis","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Melastomataceae","Tibouchina quartzophila","-","Em Perigo (EN)"
"Flora","Angiospermas","Melastomataceae","Tibouchina riedeliana","-","Em Perigo (EN)"
"Fauna","Aves","Ardeidae","Tigrisoma fasciatum","Socó-boi-escuro","Vulnerável (VU)"
"Fauna","Aves","Cotingidae","Tijuca condita","Saudade-de-asa-cinza","Vulnerável (VU)"
"Flora","Angiospermas","Bromeliaceae","Tillandsia afonsoana","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Bromeliaceae","Tillandsia araujei","-","Em Perigo (EN)"
"Flora","Angiospermas","Bromeliaceae","Tillandsia brachyphylla","-","Em Perigo (EN)"
"Flora","Angiospermas","Bromeliaceae","Tillandsia crocata","-","Em Perigo (EN)"
"Flora","Angiospermas","Bromeliaceae","Tillandsia grazielae","-","Em Perigo (EN)"
"Flora","Angiospermas","Bromeliaceae","Tillandsia heubergeri","-","Vulnerável (VU)"
"Flora","Angiospermas","Bromeliaceae","Tillandsia jonesii","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Bromeliaceae","Tillandsia kautskyi","-","Vulnerável (VU)"
"Flora","Angiospermas","Bromeliaceae","Tillandsia neglecta","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Bromeliaceae","Tillandsia reclinata","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Bromeliaceae","Tillandsia sucrei","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Bromeliaceae","Tillandsia xiphioides","-","Em Perigo (EN)"
"Fauna","Aves","Tinamidae","Tinamus tao","Azulona","Vulnerável (VU)"
"Fauna","Invertebrados Terrestres","Nymphalidae","Tithorea harmonia caissara","Borboleta","Vulnerável (VU)"
"Fauna","Invertebrados Terrestres","Theraphosidae","Tmesiphantes hypogeus","Aranha-caranguejeira","Criticamente em Perigo (CR)"
"Fauna","Mamíferos","Dasypodidae","Tolypeutes tricinctus","Tatu-bola ","Em Perigo (EN)"
"Fauna","Invertebrados Terrestres","Bulimulidae","Tomigerus (Digerus) gibberulus","Caracol","Em Perigo (EN)"
"Flora","Angiospermas","Celastraceae","Tontelea lanceolata","-","Em Perigo (EN)"
"Flora","Angiospermas","Celastraceae","Tontelea martiana","-","Em Perigo (EN)"
"Fauna","Peixes Marinhos","Torpedinidae","Torpedo puelcha","Raia-elétrica","Vulnerável (VU)"
"Fauna","Aves","Psittacidae","Touit melanonotus","Apuim-de-costas-pretas","Vulnerável (VU)"
"Fauna","Aves","Psittacidae","Touit surdus","Apuim-de-cauda-amarela","Vulnerável (VU)"
"Fauna","Invertebrados Terrestres","Formicidae","Trachymyrmex atlanticus","Formiga","Vulnerável (VU)"
"Flora","Angiospermas","Burseraceae","Trattinnickia ferruginea","almácega","Em Perigo (EN)"
"Flora","Angiospermas","Burseraceae","Trattinnickia mensalis","amescla; amescla tapina","Em Perigo (EN)"
"Flora","Angiospermas","Melastomataceae","Trembleya calycina","-","Em Perigo (EN)"
"Flora","Angiospermas","Melastomataceae","Trembleya chamissoana","-","Em Perigo (EN)"
"Flora","Angiospermas","Melastomataceae","Trembleya hatschbachii","-","Em Perigo (EN)"
"Flora","Angiospermas","Melastomataceae","Trembleya pityoides","-","Criticamente em Perigo (CR)"
"Fauna","Mamíferos","Trichechidae","Trichechus inunguis","Peixe-boi-da-amazônia","Vulnerável (VU)"
"Fauna","Mamíferos","Trichechidae","Trichechus manatus","Peixe-boi-marinho","Em Perigo (EN)"
"Flora","Angiospermas","Meliaceae","Trichilia blanchetii","-","Vulnerável (VU)"
"Flora","Angiospermas","Meliaceae","Trichilia florbranca","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Meliaceae","Trichilia magnifoliola","-","Em Perigo (EN)"
"Flora","Angiospermas","Meliaceae","Trichilia micropetala","-","Em Perigo (EN)"
"Flora","Angiospermas","Meliaceae","Trichilia stellato-tomentosa","-","Vulnerável (VU)"
"Flora","Angiospermas","Asteraceae","Trichocline linearifolia","Cravo-do-campo","Vulnerável (VU)"
"Fauna","Peixes Continentais","Trichomycteridae","Trichogenes claviger","Desconhecido","Criticamente em Perigo (CR)"
"Fauna","Peixes Continentais","Trichomycteridae","Trichomycterus crassicaudatus","Candiru","Em Perigo (EN)"
"Fauna","Peixes Continentais","Trichomycteridae","Trichomycterus dali","Bagrinho-cego-da-serra-da-bodoquena","Vulnerável (VU)"
"Fauna","Peixes Continentais","Trichomycteridae","Trichomycterus igobi","Candiru","Em Perigo (EN)"
"Fauna","Peixes Continentais","Trichomycteridae","Trichomycterus itacarambiensis","Desconhecido","Criticamente em Perigo (CR)"
"Fauna","Peixes Continentais","Trichomycteridae","Trichomycterus mboycy","Candiru","Em Perigo (EN)"
"Fauna","Peixes Continentais","Trichomycteridae","Trichomycterus novalimensis","Cambeva","Em Perigo (EN)"
"Fauna","Peixes Continentais","Trichomycteridae","Trichomycterus paolence","Cambeva-do-tietê","Em Perigo (EN)"
"Fauna","Peixes Continentais","Trichomycteridae","Trichomycterus papilliferus","Candiru","Em Perigo (EN)"
"Fauna","Peixes Continentais","Trichomycteridae","Trichomycterus paquequerense","Desconhecido","Em Perigo (EN)"
"Fauna","Peixes Continentais","Trichomycteridae","Trichomycterus rubbioli","Desconhecido","Vulnerável (VU)"
