"Grupao","Grupo","Familia","Especie","NomeComum","EstadosOcorrencia"
"Flora","Angiospermas","Asteraceae","Lepidaploa gnaphalioides","-","MG"
"Flora","Angiospermas","Asteraceae","Lepidaploa gnaphalioides","-","RJ"
"Flora","Angiospermas","Asteraceae","Lepidaploa pseudaurea","-","BA"
"Flora","Angiospermas","Asteraceae","Lepidaploa spixiana","-","MG"
"Fauna","Peixes Continentais","Characidae","Lepidocharax diamantina","Desconhecido","BA"
"Fauna","Répteis","Cheloniidae","Lepidochelys olivacea","Tartaruga-oliva","AL"
"Fauna","Répteis","Cheloniidae","Lepidochelys olivacea","Tartaruga-oliva","AP"
"Fauna","Répteis","Cheloniidae","Lepidochelys olivacea","Tartaruga-oliva","BA"
"Fauna","Répteis","Cheloniidae","Lepidochelys olivacea","Tartaruga-oliva","CE"
"Fauna","Répteis","Cheloniidae","Lepidochelys olivacea","Tartaruga-oliva","ES"
"Fauna","Répteis","Cheloniidae","Lepidochelys olivacea","Tartaruga-oliva","MA"
"Fauna","Répteis","Cheloniidae","Lepidochelys olivacea","Tartaruga-oliva","PA"
"Fauna","Répteis","Cheloniidae","Lepidochelys olivacea","Tartaruga-oliva","PB"
"Fauna","Répteis","Cheloniidae","Lepidochelys olivacea","Tartaruga-oliva","PE"
"Fauna","Répteis","Cheloniidae","Lepidochelys olivacea","Tartaruga-oliva","PI"
"Fauna","Répteis","Cheloniidae","Lepidochelys olivacea","Tartaruga-oliva","PR"
"Fauna","Répteis","Cheloniidae","Lepidochelys olivacea","Tartaruga-oliva","RN"
"Fauna","Répteis","Cheloniidae","Lepidochelys olivacea","Tartaruga-oliva","RS"
"Fauna","Répteis","Cheloniidae","Lepidochelys olivacea","Tartaruga-oliva","RJ"
"Fauna","Répteis","Cheloniidae","Lepidochelys olivacea","Tartaruga-oliva","SC"
"Fauna","Répteis","Cheloniidae","Lepidochelys olivacea","Tartaruga-oliva","SE"
"Fauna","Répteis","Cheloniidae","Lepidochelys olivacea","Tartaruga-oliva","SP"
"Fauna","Aves","Dendrocolaptidae","Lepidocolaptes wagleri","Arapaçu-de-wagler","BA"
"Fauna","Aves","Dendrocolaptidae","Lepidocolaptes wagleri","Arapaçu-de-wagler","MG"
"Fauna","Aves","Dendrocolaptidae","Lepidocolaptes wagleri","Arapaçu-de-wagler","PI"
"Fauna","Aves","Pipridae","Lepidothrix iris","Cabeça-de-prata","MA"
"Fauna","Aves","Pipridae","Lepidothrix iris","Cabeça-de-prata","MT"
"Fauna","Aves","Pipridae","Lepidothrix iris","Cabeça-de-prata","PA"
"Fauna","Aves","Pipridae","Lepidothrix iris","Cabeça-de-prata","TO"
"Fauna","Aves","Pipridae","Lepidothrix iris iris","Cabeça-de-prata","MA"
"Fauna","Aves","Pipridae","Lepidothrix iris iris","Cabeça-de-prata","MT"
"Fauna","Aves","Pipridae","Lepidothrix iris iris","Cabeça-de-prata","PA"
"Fauna","Aves","Pipridae","Lepidothrix iris iris","Cabeça-de-prata","TO"
"Fauna","Aves","Pipridae","Lepidothrix vilasboasi","Dançador-de-coroa-dourada","Informação não disponível"
"Fauna","Peixes Continentais","Loricariidae","Leporacanthicus joselimai","Desconhecido","PA"
"Fauna","Peixes Continentais","Anostomidae","Leporinus guttatus","Aracu","PA"
"Fauna","Peixes Continentais","Anostomidae","Leporinus pitingai","Aracu","AM"
"Fauna","Répteis","Gymnophthalmidae","Leposoma annectans","Desconhecido","BA"
"Fauna","Répteis","Gymnophthalmidae","Leposoma baturitensis","Desconhecido","CE"
"Fauna","Répteis","Gymnophthalmidae","Leposoma nanodactylus","Desconhecido","BA"
"Fauna","Répteis","Gymnophthalmidae","Leposoma puk","Desconhecido","BA"
"Fauna","Répteis","Amphisbanidae","Leposternon kisteumacheri","Cobra-de-duas-cabeças","BA"
"Fauna","Répteis","Amphisbanidae","Leposternon kisteumacheri","Cobra-de-duas-cabeças","MG"
"Fauna","Répteis","Amphisbanidae","Leposternon octostegum","Cobra-de-duas-cabeças","BA"
"Fauna","Répteis","Amphisbanidae","Leposternon scutigerum","Cobra-de-duas-cabeças","RJ"
"Fauna","Invertebrados Terrestres","Coenagrionidae","Leptagrion acutum","Libélula","ES"
"Fauna","Invertebrados Terrestres","Coenagrionidae","Leptagrion bocainense","Libélula","MG"
"Fauna","Invertebrados Terrestres","Coenagrionidae","Leptagrion bocainense","Libélula","RJ"
"Fauna","Invertebrados Terrestres","Coenagrionidae","Leptagrion bocainense","Libélula","SP"
"Fauna","Invertebrados Terrestres","Coenagrionidae","Leptagrion capixabae","Libélula","ES"
"Fauna","Invertebrados Terrestres","Coenagrionidae","Leptagrion porrectum","Libélula","BA"
"Fauna","Invertebrados Terrestres","Coenagrionidae","Leptagrion porrectum","Libélula","ES"
"Fauna","Invertebrados Terrestres","Coenagrionidae","Leptagrion vriesianum","Libélula","RJ"
"Fauna","Invertebrados Terrestres","Coenagrionidae","Leptagrion vriesianum","Libélula","SP"
"Fauna","Aves","Furnariidae","Leptasthenura platensis","Rabudinho","RS"
"Fauna","Aves","Accipitridae","Leptodon forbesi","Gavião-de-pescoço-branco","AL"
"Fauna","Aves","Accipitridae","Leptodon forbesi","Gavião-de-pescoço-branco","CE"
"Fauna","Aves","Accipitridae","Leptodon forbesi","Gavião-de-pescoço-branco","MA"
"Fauna","Aves","Accipitridae","Leptodon forbesi","Gavião-de-pescoço-branco","PB"
"Fauna","Aves","Accipitridae","Leptodon forbesi","Gavião-de-pescoço-branco","PE"
"Fauna","Aves","Accipitridae","Leptodon forbesi","Gavião-de-pescoço-branco","PI"
"Fauna","Aves","Accipitridae","Leptodon forbesi","Gavião-de-pescoço-branco","RN"
"Fauna","Aves","Accipitridae","Leptodon forbesi","Gavião-de-pescoço-branco","SE"
"Flora","Briófitas","Pottiaceae","Leptodontium wallisii","-","RJ"
"Flora","Briófitas","Pottiaceae","Leptodontium wallisii","-","SP"
"Flora","Angiospermas","Lamiaceae","Leptohyptis pinheiroi","-","BA"
"Fauna","Invertebrados Terrestres","Eukoeneniidae","Leptokoenenia pelada","Palpígrado","PA"
"Fauna","Invertebrados Terrestres","Eukoeneniidae","Leptokoenenia thalassophobica","Palpígrado","PA"
"Fauna","Peixes Continentais","Rivulidae","Leptolebias citrinipinnis","Peixe-anual","RJ"
"Fauna","Peixes Continentais","Rivulidae","Leptolebias itanhaensis","Peixe-anual","SP"
"Fauna","Peixes Continentais","Rivulidae","Leptolebias leitaoi","Peixe-anual","BA"
"Fauna","Peixes Continentais","Rivulidae","Leptolebias marmoratus","Peixe-anual","RJ"
"Fauna","Peixes Continentais","Rivulidae","Leptolebias opalescens","Peixe-anual","RJ"
"Fauna","Peixes Continentais","Rivulidae","Leptolebias splendens","Peixe-anual","RJ"
"Flora","Angiospermas","Asteraceae","Leptostelma catharinense","-","SC"
"Flora","Angiospermas","Asteraceae","Lessingianthus adenophyllus","-","MG"
"Flora","Angiospermas","Asteraceae","Lessingianthus adenophyllus","-","RJ"
"Flora","Angiospermas","Asteraceae","Lessingianthus asteriflorus","-","PR"
"Flora","Angiospermas","Asteraceae","Lessingianthus asteriflorus","-","RS"
"Flora","Angiospermas","Asteraceae","Lessingianthus asteriflorus","-","SP"
"Flora","Angiospermas","Asteraceae","Lessingianthus constrictus","-","RS"
"Flora","Angiospermas","Asteraceae","Lessingianthus eitenii","-","DF"
"Flora","Angiospermas","Asteraceae","Lessingianthus eitenii","-","GO"
"Flora","Angiospermas","Asteraceae","Lessingianthus exiguus","-","MG"
"Flora","Angiospermas","Asteraceae","Lessingianthus exiguus","-","SP"
"Flora","Angiospermas","Asteraceae","Lessingianthus exiguus","-","PR"
"Flora","Angiospermas","Asteraceae","Lessingianthus exiguus","-","SC"
"Flora","Angiospermas","Asteraceae","Lessingianthus irwinii","-","DF"
"Flora","Angiospermas","Asteraceae","Lessingianthus irwinii","-","GO"
"Flora","Angiospermas","Asteraceae","Lessingianthus irwinii","-","MG"
"Flora","Angiospermas","Asteraceae","Lessingianthus pumillus","-","GO"
"Flora","Angiospermas","Asteraceae","Lessingianthus pumillus","-","MG"
"Flora","Angiospermas","Asteraceae","Lessingianthus pumillus","-","MS"
"Flora","Angiospermas","Asteraceae","Lessingianthus pumillus","-","PR"
"Flora","Angiospermas","Asteraceae","Lessingianthus pumillus","-","SP"
"Flora","Angiospermas","Asteraceae","Lessingianthus reitzianus","-","PR"
"Flora","Angiospermas","Asteraceae","Lessingianthus reitzianus","-","SC"
"Flora","Angiospermas","Asteraceae","Lessingianthus reitzianus","-","RS"
"Flora","Angiospermas","Asteraceae","Lessingianthus rosmarinifolius","-","BA"
"Flora","Angiospermas","Asteraceae","Lessingianthus rosmarinifolius","-","MG"
"Flora","Angiospermas","Asteraceae","Lessingianthus souzae","-","GO"
"Flora","Angiospermas","Asteraceae","Lessingianthus stoechas","-","GO"
"Flora","Angiospermas","Asteraceae","Lessingianthus stoechas","-","MG"
"Flora","Angiospermas","Asteraceae","Lessingianthus subcarduoides","-","MG"
"Flora","Angiospermas","Asteraceae","Lessingianthus venosissimus","-","DF"
"Flora","Angiospermas","Asteraceae","Lessingianthus venosissimus","-","GO"
"Flora","Angiospermas","Asteraceae","Lessingianthus venosissimus","-","MG"
"Flora","Angiospermas","Asteraceae","Lessingianthus venosissimus","-","MT"
"Flora","Angiospermas","Asteraceae","Lessingianthus venosissimus","-","RO"
"Flora","Angiospermas","Asteraceae","Lessingianthus westermanii","-","PR"
"Flora","Angiospermas","Asteraceae","Lessingianthus zuccarinianus","-","DF"
"Flora","Angiospermas","Asteraceae","Lessingianthus zuccarinianus","-","GO"
"Flora","Angiospermas","Asteraceae","Lessingianthus zuccarinianus","-","MG"
"Flora","Angiospermas","Asteraceae","Lessingianthus zuccarinianus","-","MT"
"Flora","Angiospermas","Asteraceae","Lessingianthus zuccarinianus","-","SP"
"Flora","Angiospermas","Fabaceae","Leucochloron foederale","-","DF"
"Flora","Angiospermas","Fabaceae","Leucochloron foederale","-","MG"
"Flora","Angiospermas","Fabaceae","Leucochloron minarum","-","MG"
"Flora","Angiospermas","Chrysobalanaceae","Licania arianeae","-","ES"
"Flora","Angiospermas","Chrysobalanaceae","Licania arianeae","-","RJ"
"Flora","Angiospermas","Chrysobalanaceae","Licania belemii","-","BA"
"Flora","Angiospermas","Chrysobalanaceae","Licania belemii","-","ES"
"Flora","Angiospermas","Chrysobalanaceae","Licania conferruminata","-","RO"
"Flora","Angiospermas","Chrysobalanaceae","Licania indurata","-","MT"
"Flora","Angiospermas","Chrysobalanaceae","Licania indurata","-","RJ"
"Flora","Angiospermas","Chrysobalanaceae","Licania indurata","-","SP"
"Flora","Angiospermas","Apiaceae","Lilaeopsis brasiliensis","-","MG"
"Flora","Angiospermas","Apiaceae","Lilaeopsis brasiliensis","-","PR"
"Flora","Angiospermas","Apiaceae","Lilaeopsis brasiliensis","-","RJ"
"Flora","Angiospermas","Apiaceae","Lilaeopsis brasiliensis","-","RS"
"Flora","Angiospermas","Apiaceae","Lilaeopsis brasiliensis","-","SC"
"Fauna","Aves","Scolopacidae","Limnodromus griseus","Maçarico-de-costas-brancas","AL"
"Fauna","Aves","Scolopacidae","Limnodromus griseus","Maçarico-de-costas-brancas","AP"
"Fauna","Aves","Scolopacidae","Limnodromus griseus","Maçarico-de-costas-brancas","BA"
"Fauna","Aves","Scolopacidae","Limnodromus griseus","Maçarico-de-costas-brancas","CE"
"Fauna","Aves","Scolopacidae","Limnodromus griseus","Maçarico-de-costas-brancas","MA"
"Fauna","Aves","Scolopacidae","Limnodromus griseus","Maçarico-de-costas-brancas","PA"
"Fauna","Aves","Scolopacidae","Limnodromus griseus","Maçarico-de-costas-brancas","PB"
"Fauna","Aves","Scolopacidae","Limnodromus griseus","Maçarico-de-costas-brancas","PE"
"Fauna","Aves","Scolopacidae","Limnodromus griseus","Maçarico-de-costas-brancas","PI"
"Fauna","Aves","Scolopacidae","Limnodromus griseus","Maçarico-de-costas-brancas","RN"
"Fauna","Aves","Scolopacidae","Limnodromus griseus","Maçarico-de-costas-brancas","SE"
"Fauna","Invertebrados Aquáticos","Ophidiasteridae","Linckia guildingi","Estrela-do-mar","AL"
"Fauna","Invertebrados Aquáticos","Ophidiasteridae","Linckia guildingi","Estrela-do-mar","AP"
"Fauna","Invertebrados Aquáticos","Ophidiasteridae","Linckia guildingi","Estrela-do-mar","BA"
"Fauna","Invertebrados Aquáticos","Ophidiasteridae","Linckia guildingi","Estrela-do-mar","CE"
"Fauna","Invertebrados Aquáticos","Ophidiasteridae","Linckia guildingi","Estrela-do-mar","ES"
"Fauna","Invertebrados Aquáticos","Ophidiasteridae","Linckia guildingi","Estrela-do-mar","MA"
"Fauna","Invertebrados Aquáticos","Ophidiasteridae","Linckia guildingi","Estrela-do-mar","PA"
"Fauna","Invertebrados Aquáticos","Ophidiasteridae","Linckia guildingi","Estrela-do-mar","PB"
"Fauna","Invertebrados Aquáticos","Ophidiasteridae","Linckia guildingi","Estrela-do-mar","PE"
"Fauna","Invertebrados Aquáticos","Ophidiasteridae","Linckia guildingi","Estrela-do-mar","PI"
"Fauna","Invertebrados Aquáticos","Ophidiasteridae","Linckia guildingi","Estrela-do-mar","RJ"
"Fauna","Invertebrados Aquáticos","Ophidiasteridae","Linckia guildingi","Estrela-do-mar","RN"
"Fauna","Invertebrados Aquáticos","Ophidiasteridae","Linckia guildingi","Estrela-do-mar","SE"
"Fauna","Invertebrados Aquáticos","Ophidiasteridae","Linckia guildingi","Estrela-do-mar","SP"
"Flora","Angiospermas","Linaceae","Linum smithii","-","SC"
"Fauna","Répteis","Liolaemidae","Liolaemus arambarensis","Lagartixa-das-dunas","RS"
"Fauna","Répteis","Liolaemidae","Liolaemus lutzae","Lagartinho-branco-da-areia; Lagartinho-da-praia","RJ"
"Fauna","Répteis","Liolaemidae","Liolaemus occipitalis","Lagartixa-da-praia","Informação não disponível"
"Flora","Angiospermas","Verbenaceae","Lippia alnifolia","-","BA"
"Flora","Angiospermas","Verbenaceae","Lippia bradei","-","MG"
"Flora","Angiospermas","Verbenaceae","Lippia bromleyana","-","BA"
"Flora","Angiospermas","Verbenaceae","Lippia elliptica","-","BA"
"Flora","Angiospermas","Verbenaceae","Lippia insignis","-","BA"
"Flora","Angiospermas","Verbenaceae","Lippia morii","-","BA"
"Flora","Angiospermas","Verbenaceae","Lippia pumila","-","GO"
"Flora","Angiospermas","Verbenaceae","Lippia rhodocnemis","-","MG"
"Fauna","Peixes Continentais","Trichomycteridae","Listrura camposi","Cambeva-minhoca-do-ribeira ","SP"
"Fauna","Peixes Continentais","Trichomycteridae","Listrura costai","Desconhecido","RJ"
"Fauna","Peixes Continentais","Trichomycteridae","Listrura nematopteryx","Desconhecido","RJ"
"Fauna","Peixes Continentais","Trichomycteridae","Listrura tetraradiata","Desconhecido","RJ"
"Flora","Angiospermas","Poaceae","Lithachne horizontalis","-","ES"
"Flora","Angiospermas","Poaceae","Lithachne horizontalis","-","MG"
"Flora","Angiospermas","Poaceae","Lithachne horizontalis","-","RJ"
"Flora","Angiospermas","Poaceae","Lithachne horizontalis","-","SP"
"Flora","Angiospermas","Melastomataceae","Lithobium cordatum","-","MG"
"Fauna","Peixes Continentais","Loricariidae","Lithoxus lithoides","Desconhecido","AM"
"Fauna","Peixes Continentais","Loricariidae","Lithoxus lithoides","Desconhecido","PA"
"Fauna","Invertebrados Aquáticos","Strombidae","Lobatus costatus","Desconhecido","AL"
"Fauna","Invertebrados Aquáticos","Strombidae","Lobatus costatus","Desconhecido","BA"
"Fauna","Invertebrados Aquáticos","Strombidae","Lobatus costatus","Desconhecido","CE"
"Fauna","Invertebrados Aquáticos","Strombidae","Lobatus costatus","Desconhecido","ES"
"Fauna","Invertebrados Aquáticos","Strombidae","Lobatus costatus","Desconhecido","MA"
"Fauna","Invertebrados Aquáticos","Strombidae","Lobatus costatus","Desconhecido","PB"
"Fauna","Invertebrados Aquáticos","Strombidae","Lobatus costatus","Desconhecido","PE"
"Fauna","Invertebrados Aquáticos","Strombidae","Lobatus costatus","Desconhecido","PI"
"Fauna","Invertebrados Aquáticos","Strombidae","Lobatus costatus","Desconhecido","RJ"
"Fauna","Invertebrados Aquáticos","Strombidae","Lobatus costatus","Desconhecido","RN"
"Fauna","Invertebrados Aquáticos","Strombidae","Lobatus costatus","Desconhecido","SE"
"Fauna","Invertebrados Aquáticos","Strombidae","Lobatus costatus","Desconhecido","SP"
"Flora","Angiospermas","Campanulaceae","Lobelia hilaireana","-","MG"
"Flora","Angiospermas","Campanulaceae","Lobelia langeana","-","PR"
"Flora","Angiospermas","Campanulaceae","Lobelia langeana","-","SC"
"Flora","Angiospermas","Campanulaceae","Lobelia santos-limae","-","RJ"
"Flora","Angiospermas","Asteraceae","Lomatozona artemisiifolia","-","GO"
"Fauna","Mamíferos","Phyllostomidae","Lonchophylla dekeyseri","Morceguinho-do-cerrado","DF"
"Fauna","Mamíferos","Phyllostomidae","Lonchophylla dekeyseri","Morceguinho-do-cerrado","GO"
"Fauna","Mamíferos","Phyllostomidae","Lonchophylla dekeyseri","Morceguinho-do-cerrado","MG"
"Fauna","Mamíferos","Phyllostomidae","Lonchorhina aurita","Morcego","AC"
"Fauna","Mamíferos","Phyllostomidae","Lonchorhina aurita","Morcego","AL"
"Fauna","Mamíferos","Phyllostomidae","Lonchorhina aurita","Morcego","AM"
"Fauna","Mamíferos","Phyllostomidae","Lonchorhina aurita","Morcego","AP"
"Fauna","Mamíferos","Phyllostomidae","Lonchorhina aurita","Morcego","BA"
"Fauna","Mamíferos","Phyllostomidae","Lonchorhina aurita","Morcego","CE"
"Fauna","Mamíferos","Phyllostomidae","Lonchorhina aurita","Morcego","DF"
"Fauna","Mamíferos","Phyllostomidae","Lonchorhina aurita","Morcego","ES"
"Fauna","Mamíferos","Phyllostomidae","Lonchorhina aurita","Morcego","GO"
"Fauna","Mamíferos","Phyllostomidae","Lonchorhina aurita","Morcego","MA"
"Fauna","Mamíferos","Phyllostomidae","Lonchorhina aurita","Morcego","MG"
"Fauna","Mamíferos","Phyllostomidae","Lonchorhina aurita","Morcego","MS"
"Fauna","Mamíferos","Phyllostomidae","Lonchorhina aurita","Morcego","MT"
"Fauna","Mamíferos","Phyllostomidae","Lonchorhina aurita","Morcego","PA"
"Fauna","Mamíferos","Phyllostomidae","Lonchorhina aurita","Morcego","PB"
"Fauna","Mamíferos","Phyllostomidae","Lonchorhina aurita","Morcego","PE"
"Fauna","Mamíferos","Phyllostomidae","Lonchorhina aurita","Morcego","PI"
"Fauna","Mamíferos","Phyllostomidae","Lonchorhina aurita","Morcego","PR"
"Fauna","Mamíferos","Phyllostomidae","Lonchorhina aurita","Morcego","RJ"
"Fauna","Mamíferos","Phyllostomidae","Lonchorhina aurita","Morcego","RN"
